,Unnamed: 0.1,Fecha, Temperatura (°C), Humedad (%),Hora
529,529,28/9/2022,31.3,39.8,28/9/2022
530,530,28/9/2022,31.3,39.8,28/9/2022
531,531,28/9/2022,31.3,39.8,28/9/2022
532,532,28/9/2022,31.3,39.8,28/9/2022
533,533,28/9/2022,31.4,39.6,28/9/2022
534,534,28/9/2022,31.4,39.5,28/9/2022
535,535,28/9/2022,31.4,39.5,28/9/2022
536,536,28/9/2022,31.4,39.5,28/9/2022
537,537,28/9/2022,31.5,39.6,28/9/2022
538,538,28/9/2022,31.5,39.4,28/9/2022
539,539,28/9/2022,31.5,39.2,28/9/2022
540,540,28/9/2022,31.6,39.4,28/9/2022
541,541,28/9/2022,31.5,39.4,28/9/2022
542,542,28/9/2022,31.5,39.4,28/9/2022
543,543,28/9/2022,31.5,39.3,28/9/2022
544,544,28/9/2022,31.6,39.4,28/9/2022
545,545,28/9/2022,31.6,39.3,28/9/2022
546,546,28/9/2022,31.6,39.3,28/9/2022
547,547,28/9/2022,31.6,39.3,28/9/2022
548,548,28/9/2022,31.6,39.4,28/9/2022
549,549,28/9/2022,31.6,39.6,28/9/2022
550,550,28/9/2022,31.5,39.6,28/9/2022
551,551,28/9/2022,31.5,39.4,28/9/2022
552,552,28/9/2022,31.4,39.5,28/9/2022
553,553,28/9/2022,31.4,39.5,28/9/2022
554,554,28/9/2022,31.4,39.6,28/9/2022
555,555,28/9/2022,31.3,39.7,28/9/2022
556,556,28/9/2022,31.2,39.8,28/9/2022
557,557,28/9/2022,31.1,40.0,28/9/2022
558,558,28/9/2022,31.0,40.1,28/9/2022
559,559,28/9/2022,31.0,40.2,28/9/2022
560,560,28/9/2022,31.1,40.1,28/9/2022
561,561,28/9/2022,31.1,40.1,28/9/2022
562,562,28/9/2022,31.1,40.0,28/9/2022
563,563,28/9/2022,31.1,40.0,28/9/2022
564,564,28/9/2022,31.0,40.0,28/9/2022
565,565,28/9/2022,31.0,40.0,28/9/2022
566,566,28/9/2022,31.1,40.0,28/9/2022
567,567,28/9/2022,31.0,39.9,28/9/2022
568,568,28/9/2022,31.1,40.1,28/9/2022
569,569,28/9/2022,31.0,40.2,28/9/2022
570,570,28/9/2022,31.0,40.2,28/9/2022
571,571,28/9/2022,30.9,40.2,28/9/2022
572,572,28/9/2022,30.9,40.2,28/9/2022
573,573,28/9/2022,30.8,40.4,28/9/2022
574,574,28/9/2022,30.8,40.4,28/9/2022
575,575,28/9/2022,30.8,40.6,28/9/2022
576,576,28/9/2022,30.8,40.7,28/9/2022
577,577,28/9/2022,30.8,40.7,28/9/2022
578,578,28/9/2022,30.8,40.8,28/9/2022
579,579,28/9/2022,30.8,40.8,28/9/2022
580,580,28/9/2022,30.7,40.5,28/9/2022
581,581,28/9/2022,30.7,40.5,28/9/2022
582,582,28/9/2022,30.7,40.6,28/9/2022
583,583,28/9/2022,30.8,40.7,28/9/2022
584,584,28/9/2022,30.8,40.6,28/9/2022
585,585,28/9/2022,30.9,40.5,28/9/2022
586,586,28/9/2022,30.8,40.4,28/9/2022
587,587,28/9/2022,30.8,40.5,28/9/2022
588,588,28/9/2022,30.7,40.6,28/9/2022
589,589,28/9/2022,30.7,40.7,28/9/2022
590,590,28/9/2022,30.7,40.7,28/9/2022
591,591,28/9/2022,30.8,40.7,28/9/2022
592,592,28/9/2022,30.8,40.7,28/9/2022
593,593,28/9/2022,30.8,40.7,28/9/2022
594,594,28/9/2022,30.8,40.7,28/9/2022
595,595,28/9/2022,30.8,40.7,28/9/2022
596,596,28/9/2022,30.9,40.8,28/9/2022
597,597,28/9/2022,30.9,40.8,28/9/2022
598,598,28/9/2022,30.9,40.8,28/9/2022
599,599,28/9/2022,30.9,40.5,28/9/2022
600,600,28/9/2022,30.9,40.5,28/9/2022
601,601,28/9/2022,31.0,40.4,28/9/2022
602,602,28/9/2022,31.0,40.2,28/9/2022
603,603,28/9/2022,31.1,40.3,28/9/2022
604,604,28/9/2022,31.1,40.5,28/9/2022
605,605,28/9/2022,31.1,40.6,28/9/2022
606,606,28/9/2022,31.1,40.5,28/9/2022
607,607,28/9/2022,31.0,40.5,28/9/2022
608,608,28/9/2022,30.9,40.4,28/9/2022
609,609,28/9/2022,31.0,40.3,28/9/2022
610,610,28/9/2022,30.9,40.6,28/9/2022
611,611,28/9/2022,30.9,40.7,28/9/2022
612,612,28/9/2022,30.9,40.6,28/9/2022
613,613,28/9/2022,30.9,40.4,28/9/2022
614,614,28/9/2022,31.0,40.4,28/9/2022
615,615,28/9/2022,31.0,40.4,28/9/2022
616,616,28/9/2022,31.0,40.3,28/9/2022
617,617,28/9/2022,31.1,40.3,28/9/2022
618,618,28/9/2022,31.1,40.3,28/9/2022
619,619,28/9/2022,31.1,40.1,28/9/2022
620,620,28/9/2022,31.1,39.9,28/9/2022
621,621,28/9/2022,31.1,40.0,28/9/2022
622,622,28/9/2022,31.1,39.8,28/9/2022
623,623,28/9/2022,30.9,39.9,28/9/2022
624,624,28/9/2022,30.9,40.0,28/9/2022
625,625,28/9/2022,30.9,40.2,28/9/2022
626,626,28/9/2022,30.9,40.4,28/9/2022
627,627,28/9/2022,30.8,40.2,28/9/2022
628,628,28/9/2022,30.8,40.3,28/9/2022
629,629,28/9/2022,30.8,40.3,28/9/2022
630,630,28/9/2022,30.8,40.3,28/9/2022
631,631,28/9/2022,30.8,40.4,28/9/2022
632,632,28/9/2022,30.8,40.2,28/9/2022
633,633,28/9/2022,30.8,40.1,28/9/2022
634,634,28/9/2022,30.8,40.8,28/9/2022
635,635,28/9/2022,30.8,40.3,28/9/2022
636,636,28/9/2022,30.8,40.1,28/9/2022
637,637,28/9/2022,30.8,40.3,28/9/2022
638,638,28/9/2022,30.9,40.2,28/9/2022
639,639,28/9/2022,30.9,39.9,28/9/2022
640,640,28/9/2022,30.9,40.0,28/9/2022
641,641,28/9/2022,30.9,40.2,28/9/2022
642,642,28/9/2022,30.9,40.2,28/9/2022
643,643,28/9/2022,30.9,40.5,28/9/2022
644,644,28/9/2022,30.9,40.7,28/9/2022
645,645,28/9/2022,30.9,40.6,28/9/2022
646,646,28/9/2022,30.9,40.3,28/9/2022
647,647,28/9/2022,30.9,40.4,28/9/2022
648,648,28/9/2022,31.0,40.3,28/9/2022
649,649,28/9/2022,31.0,40.3,28/9/2022
650,650,28/9/2022,31.1,40.0,28/9/2022
651,651,28/9/2022,31.1,39.5,28/9/2022
652,652,28/9/2022,31.2,39.5,28/9/2022
653,653,28/9/2022,31.2,39.8,28/9/2022
654,654,28/9/2022,31.2,39.3,28/9/2022
655,655,28/9/2022,31.2,39.1,28/9/2022
656,656,28/9/2022,31.2,39.4,28/9/2022
657,657,28/9/2022,31.2,39.3,28/9/2022
658,658,28/9/2022,31.3,39.5,28/9/2022
659,659,28/9/2022,31.3,38.8,28/9/2022
660,660,28/9/2022,31.3,38.7,28/9/2022
661,661,28/9/2022,31.3,39.2,28/9/2022
662,662,28/9/2022,31.3,39.0,28/9/2022
663,663,28/9/2022,31.3,39.1,28/9/2022
664,664,28/9/2022,31.3,38.6,28/9/2022
665,665,28/9/2022,31.3,38.6,28/9/2022
666,666,28/9/2022,31.3,38.8,28/9/2022
667,667,28/9/2022,31.3,39.0,28/9/2022
668,668,28/9/2022,31.3,38.8,28/9/2022
669,669,28/9/2022,31.3,38.9,28/9/2022
670,670,28/9/2022,31.3,39.2,28/9/2022
671,671,28/9/2022,31.3,38.7,28/9/2022
672,672,28/9/2022,31.3,38.6,28/9/2022
673,673,28/9/2022,31.3,38.4,28/9/2022
674,674,28/9/2022,31.3,38.7,28/9/2022
675,675,28/9/2022,31.3,39.2,28/9/2022
676,676,28/9/2022,31.2,38.6,28/9/2022
677,677,28/9/2022,31.2,38.6,28/9/2022
678,678,28/9/2022,31.2,38.9,28/9/2022
679,679,28/9/2022,31.2,38.9,28/9/2022
680,680,28/9/2022,31.1,39.1,28/9/2022
681,681,28/9/2022,31.1,39.6,28/9/2022
682,682,28/9/2022,31.1,39.8,28/9/2022
683,683,28/9/2022,31.1,39.5,28/9/2022
684,684,28/9/2022,31.1,39.3,28/9/2022
685,685,28/9/2022,31.0,39.3,28/9/2022
686,686,28/9/2022,31.0,39.8,28/9/2022
687,687,28/9/2022,30.9,40.0,28/9/2022
688,688,28/9/2022,30.9,40.0,28/9/2022
689,689,28/9/2022,30.8,40.1,28/9/2022
690,690,28/9/2022,30.8,40.1,28/9/2022
691,691,28/9/2022,30.7,40.3,28/9/2022
692,692,28/9/2022,30.6,40.5,28/9/2022
693,693,28/9/2022,30.6,40.6,28/9/2022
694,694,28/9/2022,30.5,40.6,28/9/2022
695,695,28/9/2022,30.5,40.5,28/9/2022
696,696,28/9/2022,30.5,39.7,28/9/2022
697,697,28/9/2022,30.5,40.4,28/9/2022
698,698,28/9/2022,30.5,40.1,28/9/2022
699,699,28/9/2022,30.5,40.2,28/9/2022
700,700,28/9/2022,30.6,39.9,28/9/2022
701,701,28/9/2022,30.5,40.0,28/9/2022
702,702,28/9/2022,30.5,40.5,28/9/2022
703,703,28/9/2022,30.5,40.6,28/9/2022
704,704,28/9/2022,30.5,40.6,28/9/2022
705,705,28/9/2022,30.4,40.6,28/9/2022
706,706,28/9/2022,30.4,40.8,28/9/2022
707,707,28/9/2022,30.4,40.9,28/9/2022
708,708,28/9/2022,30.4,40.8,28/9/2022
709,709,28/9/2022,30.4,40.7,28/9/2022
710,710,28/9/2022,30.4,40.8,28/9/2022
711,711,28/9/2022,30.4,40.9,28/9/2022
712,712,28/9/2022,30.4,40.9,28/9/2022
713,713,28/9/2022,30.3,40.9,28/9/2022
714,714,28/9/2022,30.3,41.0,28/9/2022
715,715,28/9/2022,30.3,41.1,28/9/2022
716,716,28/9/2022,30.2,41.2,28/9/2022
717,717,28/9/2022,30.2,41.3,28/9/2022
718,718,28/9/2022,30.2,41.1,28/9/2022
719,719,28/9/2022,30.2,41.1,28/9/2022
720,720,28/9/2022,30.1,41.1,28/9/2022
721,721,28/9/2022,30.0,41.3,28/9/2022
722,722,28/9/2022,30.0,41.2,28/9/2022
723,723,28/9/2022,30.0,41.5,28/9/2022
724,724,28/9/2022,30.0,41.8,28/9/2022
725,725,28/9/2022,30.0,41.9,28/9/2022
726,726,28/9/2022,30.0,41.6,28/9/2022
727,727,28/9/2022,30.0,40.9,28/9/2022
728,728,28/9/2022,30.0,40.3,28/9/2022
729,729,28/9/2022,30.0,41.2,28/9/2022
730,730,28/9/2022,30.0,40.2,28/9/2022
731,731,28/9/2022,30.1,40.9,28/9/2022
732,732,28/9/2022,30.0,41.0,28/9/2022
733,733,28/9/2022,30.1,41.3,28/9/2022
734,734,28/9/2022,30.0,41.4,28/9/2022
735,735,28/9/2022,30.0,41.5,28/9/2022
736,736,28/9/2022,30.0,41.4,28/9/2022
737,737,28/9/2022,30.0,41.2,28/9/2022
738,738,28/9/2022,30.1,40.6,28/9/2022
739,739,28/9/2022,30.0,41.1,28/9/2022
740,740,28/9/2022,30.1,41.2,28/9/2022
741,741,28/9/2022,30.0,41.2,28/9/2022
742,742,28/9/2022,30.0,40.4,28/9/2022
743,743,28/9/2022,30.0,40.3,28/9/2022
744,744,28/9/2022,30.0,41.2,28/9/2022
745,745,28/9/2022,30.0,41.2,28/9/2022
746,746,28/9/2022,30.0,41.5,28/9/2022
747,747,28/9/2022,30.0,41.6,28/9/2022
748,748,28/9/2022,30.0,41.1,28/9/2022
749,749,28/9/2022,30.0,41.0,28/9/2022
750,750,28/9/2022,30.0,41.3,28/9/2022
751,751,28/9/2022,30.0,41.5,28/9/2022
752,752,28/9/2022,29.9,41.6,28/9/2022
753,753,28/9/2022,29.8,41.6,28/9/2022
754,754,28/9/2022,29.7,41.7,28/9/2022
755,755,28/9/2022,29.7,41.8,28/9/2022
756,756,28/9/2022,29.7,41.2,28/9/2022
757,757,28/9/2022,29.7,41.4,28/9/2022
758,758,28/9/2022,29.6,42.1,28/9/2022
759,759,28/9/2022,29.6,42.2,28/9/2022
760,760,28/9/2022,29.6,42.3,28/9/2022
761,761,28/9/2022,29.6,42.3,28/9/2022
762,762,28/9/2022,29.5,42.2,28/9/2022
763,763,28/9/2022,29.5,42.0,28/9/2022
764,764,28/9/2022,29.5,41.6,28/9/2022
765,765,28/9/2022,29.5,41.8,28/9/2022
766,766,28/9/2022,29.5,42.2,28/9/2022
767,767,28/9/2022,29.5,42.4,28/9/2022
768,768,28/9/2022,29.5,42.7,28/9/2022
769,769,28/9/2022,29.4,42.9,28/9/2022
770,770,28/9/2022,29.4,43.0,28/9/2022
771,771,28/9/2022,29.4,43.1,28/9/2022
772,772,28/9/2022,29.4,43.0,28/9/2022
773,773,28/9/2022,29.4,42.9,28/9/2022
774,774,28/9/2022,29.4,42.9,28/9/2022
775,775,28/9/2022,29.4,42.6,28/9/2022
776,776,28/9/2022,29.3,42.8,28/9/2022
777,777,28/9/2022,29.3,43.0,28/9/2022
778,778,28/9/2022,29.3,43.0,28/9/2022
779,779,28/9/2022,29.2,43.1,28/9/2022
780,780,28/9/2022,29.2,43.0,28/9/2022
781,781,28/9/2022,29.2,44.1,28/9/2022
782,782,28/9/2022,29.2,43.1,28/9/2022
783,783,28/9/2022,29.1,43.3,28/9/2022
784,784,28/9/2022,29.1,43.5,28/9/2022
785,785,28/9/2022,29.1,43.7,28/9/2022
786,786,28/9/2022,29.0,43.8,28/9/2022
787,787,28/9/2022,29.0,43.9,28/9/2022
788,788,28/9/2022,29.0,43.8,28/9/2022
789,789,28/9/2022,29.0,43.6,28/9/2022
790,790,28/9/2022,29.1,43.4,28/9/2022
791,791,28/9/2022,29.0,43.0,28/9/2022
792,792,28/9/2022,29.0,43.5,28/9/2022
793,793,28/9/2022,29.0,43.9,28/9/2022
794,794,28/9/2022,28.9,43.6,28/9/2022
795,795,28/9/2022,28.9,43.4,28/9/2022
796,796,28/9/2022,28.9,43.3,28/9/2022
797,797,28/9/2022,28.9,43.3,28/9/2022
798,798,28/9/2022,28.9,43.2,28/9/2022
799,799,28/9/2022,28.9,43.4,28/9/2022
800,800,28/9/2022,28.9,43.3,28/9/2022
801,801,28/9/2022,28.9,43.2,28/9/2022
802,802,28/9/2022,28.9,43.5,28/9/2022
803,803,28/9/2022,28.9,43.7,28/9/2022
804,804,28/9/2022,28.9,43.7,28/9/2022
805,805,28/9/2022,28.9,43.6,28/9/2022
806,806,28/9/2022,28.9,43.5,28/9/2022
807,807,28/9/2022,28.9,43.6,28/9/2022
808,808,28/9/2022,28.9,43.7,28/9/2022
809,809,28/9/2022,29.0,43.8,28/9/2022
810,810,28/9/2022,29.0,43.7,28/9/2022
811,811,28/9/2022,29.0,43.7,28/9/2022
812,812,28/9/2022,29.0,43.8,28/9/2022
813,813,28/9/2022,29.0,43.8,28/9/2022
814,814,28/9/2022,29.0,43.8,28/9/2022
815,815,28/9/2022,29.0,43.8,28/9/2022
816,816,28/9/2022,29.0,43.7,28/9/2022
817,817,28/9/2022,29.0,43.8,28/9/2022
818,818,28/9/2022,29.0,44.0,28/9/2022
819,819,28/9/2022,29.1,46.0,28/9/2022
820,820,28/9/2022,29.1,43.5,28/9/2022
821,821,28/9/2022,29.1,43.6,28/9/2022
822,822,28/9/2022,29.1,43.7,28/9/2022
823,823,28/9/2022,29.2,44.7,28/9/2022
824,824,28/9/2022,29.1,43.5,28/9/2022
825,825,28/9/2022,29.1,43.3,28/9/2022
826,826,28/9/2022,29.1,43.5,28/9/2022
827,827,28/9/2022,29.1,43.4,28/9/2022
828,828,28/9/2022,29.1,43.5,28/9/2022
829,829,28/9/2022,29.1,43.6,28/9/2022
830,830,28/9/2022,29.1,43.6,28/9/2022
831,831,28/9/2022,29.1,43.7,28/9/2022
832,832,28/9/2022,29.0,43.8,28/9/2022
833,833,28/9/2022,29.0,43.8,28/9/2022
834,834,28/9/2022,29.0,43.8,28/9/2022
835,835,28/9/2022,29.0,43.7,28/9/2022
836,836,28/9/2022,29.0,43.6,28/9/2022
837,837,28/9/2022,28.9,43.6,28/9/2022
838,838,28/9/2022,28.9,43.6,28/9/2022
839,839,28/9/2022,28.8,43.7,28/9/2022
840,840,28/9/2022,28.8,44.0,28/9/2022
841,841,28/9/2022,28.6,44.0,28/9/2022
842,842,28/9/2022,28.6,44.3,28/9/2022
843,843,28/9/2022,28.6,44.5,28/9/2022
844,844,28/9/2022,28.5,44.2,28/9/2022
845,845,28/9/2022,28.5,45.2,28/9/2022
846,846,28/9/2022,28.5,45.4,28/9/2022
847,847,28/9/2022,28.5,47.0,28/9/2022
848,848,28/9/2022,28.5,44.7,28/9/2022
849,849,28/9/2022,28.8,45.6,28/9/2022
850,850,28/9/2022,27.9,49.6,28/9/2022
851,851,28/9/2022,28.7,49.3,28/9/2022
852,852,28/9/2022,28.4,49.1,28/9/2022
853,853,28/9/2022,28.6,47.4,28/9/2022
854,854,28/9/2022,28.6,44.7,28/9/2022
855,855,28/9/2022,28.6,44.9,28/9/2022
856,856,28/9/2022,28.6,44.6,28/9/2022
857,857,28/9/2022,28.6,44.5,28/9/2022
858,858,28/9/2022,28.6,44.5,28/9/2022
859,859,28/9/2022,28.7,44.6,28/9/2022
860,860,28/9/2022,28.7,44.6,28/9/2022
861,861,28/9/2022,28.7,44.5,28/9/2022
862,862,28/9/2022,28.7,44.6,28/9/2022
863,863,28/9/2022,28.7,44.6,28/9/2022
864,864,28/9/2022,28.7,44.6,28/9/2022
865,865,28/9/2022,28.7,44.6,28/9/2022
866,866,28/9/2022,28.7,44.6,28/9/2022
867,867,28/9/2022,28.7,44.6,28/9/2022
868,868,28/9/2022,28.6,44.5,28/9/2022
869,869,28/9/2022,28.7,44.6,28/9/2022
870,870,28/9/2022,28.7,44.5,28/9/2022
871,871,28/9/2022,28.7,44.3,28/9/2022
872,872,28/9/2022,28.7,44.1,28/9/2022
873,873,28/9/2022,28.7,44.0,28/9/2022
874,874,28/9/2022,28.7,44.0,28/9/2022
875,875,28/9/2022,28.7,44.0,28/9/2022
876,876,28/9/2022,28.7,44.0,28/9/2022
877,877,28/9/2022,28.7,44.1,28/9/2022
878,878,28/9/2022,28.7,44.1,28/9/2022
879,879,28/9/2022,28.7,44.1,28/9/2022
880,880,28/9/2022,28.7,44.1,28/9/2022
881,881,28/9/2022,28.7,44.0,28/9/2022
882,882,28/9/2022,28.8,44.0,28/9/2022
883,883,28/9/2022,28.8,44.0,28/9/2022
884,884,28/9/2022,28.8,44.0,28/9/2022
885,885,28/9/2022,28.8,44.0,28/9/2022
886,886,28/9/2022,28.8,43.9,28/9/2022
887,887,28/9/2022,28.8,43.8,28/9/2022
888,888,28/9/2022,28.8,43.8,28/9/2022
889,889,28/9/2022,28.8,43.8,28/9/2022
890,890,28/9/2022,28.8,43.8,28/9/2022
891,891,28/9/2022,28.8,43.8,28/9/2022
892,892,28/9/2022,28.9,43.9,28/9/2022
893,893,28/9/2022,28.8,43.7,28/9/2022
894,894,28/9/2022,28.9,43.6,28/9/2022
895,895,28/9/2022,28.9,43.5,28/9/2022
896,896,28/9/2022,28.8,43.3,28/9/2022
897,897,28/9/2022,28.8,43.3,28/9/2022
898,898,28/9/2022,28.9,43.4,28/9/2022
899,899,28/9/2022,28.8,43.3,28/9/2022
900,900,28/9/2022,28.8,43.4,28/9/2022
901,901,28/9/2022,28.9,43.4,28/9/2022
902,902,28/9/2022,28.9,43.3,28/9/2022
903,903,28/9/2022,28.9,43.2,28/9/2022
904,904,28/9/2022,28.9,43.2,28/9/2022
905,905,28/9/2022,28.8,43.2,28/9/2022
906,906,28/9/2022,28.8,43.2,28/9/2022
907,907,28/9/2022,28.8,43.3,28/9/2022
908,908,28/9/2022,28.8,43.3,28/9/2022
909,909,28/9/2022,28.8,43.2,28/9/2022
910,910,28/9/2022,28.8,43.2,28/9/2022
911,911,28/9/2022,28.8,43.1,28/9/2022
912,912,28/9/2022,28.9,43.2,28/9/2022
913,913,28/9/2022,28.8,43.0,28/9/2022
914,914,28/9/2022,28.8,43.0,28/9/2022
915,915,28/9/2022,28.7,43.0,28/9/2022
916,916,28/9/2022,28.7,43.0,28/9/2022
917,917,28/9/2022,28.7,43.1,28/9/2022
918,918,28/9/2022,28.7,43.1,28/9/2022
919,919,28/9/2022,28.7,43.1,28/9/2022
920,920,28/9/2022,28.8,43.2,28/9/2022
921,921,28/9/2022,28.7,43.0,28/9/2022
922,922,28/9/2022,28.7,43.0,28/9/2022
923,923,28/9/2022,28.8,43.1,28/9/2022
924,924,28/9/2022,28.8,43.1,28/9/2022
925,925,28/9/2022,28.7,43.0,28/9/2022
926,926,28/9/2022,28.8,43.0,28/9/2022
927,927,28/9/2022,28.7,43.0,28/9/2022
928,928,28/9/2022,28.7,43.0,28/9/2022
929,929,28/9/2022,28.7,42.9,28/9/2022
930,930,28/9/2022,28.8,42.9,28/9/2022
931,931,28/9/2022,28.8,42.8,28/9/2022
932,932,28/9/2022,28.8,42.8,28/9/2022
933,933,28/9/2022,28.9,42.9,28/9/2022
934,934,28/9/2022,28.8,42.8,28/9/2022
935,935,28/9/2022,28.9,42.8,28/9/2022
936,936,28/9/2022,28.9,42.7,28/9/2022
937,937,28/9/2022,28.9,42.7,28/9/2022
938,938,28/9/2022,28.9,42.7,28/9/2022
939,939,28/9/2022,28.9,42.6,28/9/2022
940,940,28/9/2022,28.9,42.6,28/9/2022
941,941,28/9/2022,28.9,42.7,28/9/2022
942,942,28/9/2022,28.9,42.8,28/9/2022
943,943,28/9/2022,28.9,42.8,28/9/2022
944,944,28/9/2022,28.9,42.7,28/9/2022
945,945,28/9/2022,28.9,42.7,28/9/2022
946,946,28/9/2022,28.9,42.7,28/9/2022
947,947,28/9/2022,28.9,42.6,28/9/2022
948,948,28/9/2022,28.9,42.7,28/9/2022
949,949,28/9/2022,28.8,42.7,28/9/2022
950,950,28/9/2022,28.8,42.8,28/9/2022
951,951,28/9/2022,28.8,42.8,28/9/2022
952,952,28/9/2022,28.8,42.8,28/9/2022
953,953,28/9/2022,28.8,42.8,28/9/2022
954,954,28/9/2022,28.8,42.8,28/9/2022
955,955,28/9/2022,28.8,42.6,28/9/2022
956,956,28/9/2022,28.9,42.6,28/9/2022
957,957,28/9/2022,28.9,42.6,28/9/2022
958,958,28/9/2022,28.9,42.4,28/9/2022
959,959,28/9/2022,28.9,42.4,28/9/2022
960,960,28/9/2022,28.9,42.4,28/9/2022
961,961,28/9/2022,28.9,42.4,28/9/2022
962,962,28/9/2022,28.8,42.4,28/9/2022
963,963,28/9/2022,28.8,42.3,28/9/2022
964,964,28/9/2022,28.8,42.4,28/9/2022
965,965,28/9/2022,28.8,42.4,28/9/2022
966,966,28/9/2022,28.8,42.4,28/9/2022
967,967,28/9/2022,28.8,42.4,28/9/2022
968,968,28/9/2022,28.9,42.4,28/9/2022
969,969,28/9/2022,28.8,42.4,28/9/2022
970,970,28/9/2022,28.8,42.4,28/9/2022
971,971,28/9/2022,28.9,42.3,28/9/2022
972,972,28/9/2022,28.9,42.3,28/9/2022
973,973,28/9/2022,28.8,42.1,28/9/2022
974,974,28/9/2022,28.8,42.1,28/9/2022
975,975,28/9/2022,28.8,42.1,28/9/2022
976,976,28/9/2022,28.8,42.3,28/9/2022
977,977,28/9/2022,28.7,42.2,28/9/2022
978,978,28/9/2022,28.7,42.3,28/9/2022
979,979,28/9/2022,28.7,42.4,28/9/2022
980,980,28/9/2022,28.7,42.4,28/9/2022
981,981,28/9/2022,28.7,42.5,28/9/2022
982,982,28/9/2022,28.7,42.5,28/9/2022
983,983,28/9/2022,28.7,42.5,28/9/2022
984,984,28/9/2022,28.7,42.5,28/9/2022
985,985,28/9/2022,28.7,42.3,28/9/2022
986,986,28/9/2022,28.7,42.1,28/9/2022
987,987,28/9/2022,28.7,42.1,28/9/2022
988,988,28/9/2022,28.7,42.1,28/9/2022
989,989,28/9/2022,28.7,42.1,28/9/2022
990,990,28/9/2022,28.7,42.0,28/9/2022
991,991,28/9/2022,28.7,42.1,28/9/2022
992,992,28/9/2022,28.7,42.0,28/9/2022
993,993,28/9/2022,28.7,42.0,28/9/2022
994,994,28/9/2022,28.7,41.9,28/9/2022
995,995,28/9/2022,28.7,41.8,28/9/2022
996,996,28/9/2022,28.7,42.0,28/9/2022
997,997,28/9/2022,28.7,42.1,28/9/2022
998,998,28/9/2022,28.7,42.2,28/9/2022
999,999,28/9/2022,28.6,42.0,28/9/2022
1000,1000,28/9/2022,28.7,42.0,28/9/2022
1001,1001,28/9/2022,28.7,41.9,28/9/2022
1002,1002,28/9/2022,28.7,41.8,28/9/2022
1003,1003,28/9/2022,28.7,41.7,28/9/2022
1004,1004,28/9/2022,28.7,41.7,28/9/2022
1005,1005,28/9/2022,28.7,41.6,28/9/2022
1006,1006,28/9/2022,28.7,41.6,28/9/2022
1007,1007,28/9/2022,28.7,41.6,28/9/2022
1008,1008,28/9/2022,28.7,41.6,28/9/2022
1009,1009,28/9/2022,28.7,41.7,28/9/2022
1010,1010,28/9/2022,28.7,41.8,28/9/2022
1011,1011,28/9/2022,28.7,41.6,28/9/2022
1012,1012,28/9/2022,28.7,41.7,28/9/2022
1013,1013,28/9/2022,28.7,41.7,28/9/2022
1014,1014,28/9/2022,28.7,41.7,28/9/2022
1015,1015,28/9/2022,28.7,41.7,28/9/2022
1016,1016,28/9/2022,28.7,41.7,28/9/2022
1017,1017,28/9/2022,28.7,41.8,28/9/2022
1018,1018,28/9/2022,28.7,41.8,28/9/2022
1019,1019,28/9/2022,28.7,41.8,28/9/2022
1020,1020,28/9/2022,28.7,41.7,28/9/2022
1021,1021,28/9/2022,28.7,41.8,28/9/2022
1022,1022,28/9/2022,28.7,41.7,28/9/2022
1023,1023,28/9/2022,28.7,41.8,28/9/2022
1024,1024,28/9/2022,28.7,41.8,28/9/2022
1025,1025,28/9/2022,28.6,41.6,28/9/2022
1026,1026,28/9/2022,28.6,41.7,28/9/2022
1027,1027,28/9/2022,28.7,42.0,28/9/2022
1028,1028,28/9/2022,28.6,42.7,28/9/2022
1029,1029,28/9/2022,28.6,43.2,28/9/2022
1030,1030,28/9/2022,28.6,42.9,28/9/2022
1031,1031,28/9/2022,28.4,42.8,28/9/2022
1032,1032,28/9/2022,28.2,42.4,28/9/2022
1033,1033,28/9/2022,27.9,44.3,28/9/2022
1034,1034,28/9/2022,27.8,53.8,28/9/2022
1035,1035,28/9/2022,27.2,45.3,28/9/2022
1036,1036,28/9/2022,27.4,44.0,28/9/2022
1037,1037,28/9/2022,27.2,45.4,28/9/2022
1038,1038,28/9/2022,26.9,45.2,28/9/2022
1039,1039,28/9/2022,26.8,46.3,28/9/2022
1040,1040,28/9/2022,26.7,44.5,28/9/2022
1041,1041,28/9/2022,26.5,44.1,28/9/2022
1042,1042,28/9/2022,26.5,46.6,28/9/2022
