,Unnamed: 0.1, Temperatura (C), Humedad (%),Fecha,Hora
121,121,28.9,55.1,1/1/2021,1/1/2021
122,122,29.0,55.9,1/1/2021,1/1/2021
123,123,29.0,56.5,1/1/2021,1/1/2021
124,124,29.0,56.8,1/1/2021,1/1/2021
125,125,29.0,56.9,1/1/2021,1/1/2021
126,126,29.0,56.3,1/1/2021,1/1/2021
127,127,29.0,56.8,1/1/2021,1/1/2021
128,128,29.0,56.7,1/1/2021,1/1/2021
129,129,29.1,56.8,1/1/2021,1/1/2021
130,130,29.1,57.7,1/1/2021,1/1/2021
131,131,29.1,56.7,1/1/2021,1/1/2021
132,132,29.0,56.2,1/1/2021,1/1/2021
133,133,29.0,56.3,1/1/2021,1/1/2021
134,134,29.0,56.6,1/1/2021,1/1/2021
135,135,29.0,56.9,1/1/2021,1/1/2021
136,136,29.0,57.2,1/1/2021,1/1/2021
137,137,29.0,56.2,1/1/2021,1/1/2021
138,138,28.9,55.8,1/1/2021,1/1/2021
139,139,28.8,54.6,1/1/2021,1/1/2021
140,140,28.8,55.1,1/1/2021,1/1/2021
141,141,28.8,55.9,1/1/2021,1/1/2021
142,142,28.8,55.6,1/1/2021,1/1/2021
143,143,28.7,56.3,1/1/2021,1/1/2021
144,144,28.7,55.4,1/1/2021,1/1/2021
145,145,28.7,54.3,1/1/2021,1/1/2021
146,146,28.7,54.7,1/1/2021,1/1/2021
147,147,28.7,55.8,1/1/2021,1/1/2021
148,148,28.7,56.7,1/1/2021,1/1/2021
149,149,28.8,57.7,1/1/2021,1/1/2021
150,150,28.8,57.8,1/1/2021,1/1/2021
151,151,28.8,57.0,1/1/2021,1/1/2021
152,152,28.7,56.9,1/1/2021,1/1/2021
153,153,28.7,56.8,1/1/2021,1/1/2021
154,154,28.8,56.5,1/1/2021,1/1/2021
155,155,28.8,56.8,1/1/2021,1/1/2021
156,156,28.8,56.3,1/1/2021,1/1/2021
157,157,28.8,56.3,1/1/2021,1/1/2021
158,158,28.8,55.9,1/1/2021,1/1/2021
159,159,28.8,56.1,1/1/2021,1/1/2021
160,160,28.8,56.3,1/1/2021,1/1/2021
161,161,28.8,56.8,1/1/2021,1/1/2021
162,162,28.8,57.3,1/1/2021,1/1/2021
163,163,28.8,57.4,1/1/2021,1/1/2021
164,164,28.8,56.9,1/1/2021,1/1/2021
165,165,28.9,57.5,1/1/2021,1/1/2021
166,166,28.9,58.2,1/1/2021,1/1/2021
167,167,28.9,57.1,1/1/2021,1/1/2021
168,168,28.9,57.7,1/1/2021,1/1/2021
169,169,28.9,57.4,1/1/2021,1/1/2021
170,170,29.0,57.0,1/1/2021,1/1/2021
171,171,29.0,56.5,1/1/2021,1/1/2021
172,172,28.9,56.2,1/1/2021,1/1/2021
173,173,28.9,56.7,1/1/2021,1/1/2021
174,174,28.8,56.3,1/1/2021,1/1/2021
175,175,28.7,55.6,1/1/2021,1/1/2021
176,176,28.7,55.3,1/1/2021,1/1/2021
177,177,28.6,55.9,1/1/2021,1/1/2021
178,178,28.6,56.5,1/1/2021,1/1/2021
179,179,28.6,57.4,1/1/2021,1/1/2021
180,180,28.6,57.1,1/1/2021,1/1/2021
181,181,28.6,56.9,1/1/2021,1/1/2021
182,182,28.5,56.7,1/1/2021,1/1/2021
183,183,28.6,56.4,1/1/2021,1/1/2021
184,184,28.5,56.7,1/1/2021,1/1/2021
185,185,28.5,56.4,1/1/2021,1/1/2021
186,186,28.5,56.2,1/1/2021,1/1/2021
187,187,28.5,56.4,1/1/2021,1/1/2021
188,188,28.5,57.2,1/1/2021,1/1/2021
189,189,28.5,57.3,1/1/2021,1/1/2021
190,190,28.5,57.4,1/1/2021,1/1/2021
191,191,28.5,57.6,1/1/2021,1/1/2021
192,192,28.6,57.6,1/1/2021,1/1/2021
193,193,28.6,58.0,1/1/2021,1/1/2021
194,194,28.7,57.3,1/1/2021,1/1/2021
195,195,28.7,57.7,1/1/2021,1/1/2021
196,196,28.7,58.1,1/1/2021,1/1/2021
197,197,28.7,57.9,1/1/2021,1/1/2021
198,198,28.8,57.0,1/1/2021,1/1/2021
199,199,28.9,56.7,1/1/2021,1/1/2021
200,200,28.9,56.3,1/1/2021,1/1/2021
