, Temperatura (C), Humedad (%),Fecha,Hora
2583,29.4,44.9,14/10/2022,16:22
2584,29.4,45.2,14/10/2022,16:22
2585,29.4,45.4,14/10/2022,16:22
2586,29.5,45.4,14/10/2022,16:22
2587,29.5,45.1,14/10/2022,16:23
2588,29.5,44.7,14/10/2022,16:23
2589,29.5,44.7,14/10/2022,16:23
2590,29.6,45.0,14/10/2022,16:23
2591,29.6,44.8,14/10/2022,16:23
2592,29.6,44.4,14/10/2022,16:23
2593,29.5,44.2,14/10/2022,16:23
2594,29.5,44.3,14/10/2022,16:23
2595,29.5,44.4,14/10/2022,16:23
2596,29.4,44.3,14/10/2022,16:23
2597,29.4,44.6,14/10/2022,16:24
2598,29.4,44.6,14/10/2022,16:24
2599,29.4,44.7,14/10/2022,16:24
2600,29.4,44.8,14/10/2022,16:24
2601,29.5,45.0,14/10/2022,16:24
2602,29.5,44.9,14/10/2022,16:24
2603,29.6,45.0,14/10/2022,16:24
2604,29.6,44.9,14/10/2022,16:24
2605,29.6,44.7,14/10/2022,16:24
2606,29.6,44.5,14/10/2022,16:24
2607,29.6,44.5,14/10/2022,16:25
2608,29.6,44.6,14/10/2022,16:25
2609,29.6,44.6,14/10/2022,16:25
2610,29.6,44.6,14/10/2022,16:25
2611,29.7,44.8,14/10/2022,16:25
2612,29.7,44.8,14/10/2022,16:25
2613,29.5,44.5,14/10/2022,16:25
2614,29.5,44.6,14/10/2022,16:25
2615,29.5,44.6,14/10/2022,16:25
2616,29.4,44.8,14/10/2022,16:25
2617,29.4,44.7,14/10/2022,16:26
2618,29.3,44.7,14/10/2022,16:26
2619,29.3,44.8,14/10/2022,16:26
2620,29.4,44.8,14/10/2022,16:26
2621,29.3,44.9,14/10/2022,16:26
2622,29.4,44.8,14/10/2022,16:26
2623,29.4,45.1,14/10/2022,16:26
2624,29.3,45.0,14/10/2022,16:26
2625,29.4,45.4,14/10/2022,16:26
2626,29.5,45.5,14/10/2022,16:26
2627,29.5,45.3,14/10/2022,16:27
2628,29.5,45.2,14/10/2022,16:27
2629,29.6,45.1,14/10/2022,16:27
2630,29.5,44.8,14/10/2022,16:27
2631,29.4,44.7,14/10/2022,16:27
2632,29.4,45.0,14/10/2022,16:27
2633,29.4,45.0,14/10/2022,16:27
2634,29.5,45.2,14/10/2022,16:27
2635,29.5,45.3,14/10/2022,16:27
2636,29.5,44.9,14/10/2022,16:27
2637,29.4,44.5,14/10/2022,16:28
2638,29.4,44.5,14/10/2022,16:28
2639,29.5,44.8,14/10/2022,16:28
2640,29.5,44.8,14/10/2022,16:28
2641,29.5,44.8,14/10/2022,16:28
2642,29.5,44.9,14/10/2022,16:28
2643,29.5,44.9,14/10/2022,16:28
2644,29.4,44.6,14/10/2022,16:28
2645,29.4,44.6,14/10/2022,16:28
2646,29.3,44.6,14/10/2022,16:28
2647,29.4,44.7,14/10/2022,16:29
2648,29.4,45.4,14/10/2022,16:29
2649,29.4,45.0,14/10/2022,16:29
2650,29.4,44.8,14/10/2022,16:29
2651,29.4,44.9,14/10/2022,16:29
2652,29.5,45.0,14/10/2022,16:29
2653,29.6,45.3,14/10/2022,16:29
2654,29.6,45.0,14/10/2022,16:29
2655,29.5,44.8,14/10/2022,16:29
2656,29.6,45.0,14/10/2022,16:29
2657,29.6,45.3,14/10/2022,16:30
2658,29.6,45.2,14/10/2022,16:30
2659,29.6,45.2,14/10/2022,16:30
2660,29.6,45.0,14/10/2022,16:30
2661,29.7,44.9,14/10/2022,16:30
2662,29.7,44.9,14/10/2022,16:30
2663,29.7,44.6,14/10/2022,16:30
2664,29.6,44.5,14/10/2022,16:30
2665,29.6,44.9,14/10/2022,16:30
2666,29.6,44.7,14/10/2022,16:30
2667,29.6,45.0,14/10/2022,16:31
2668,29.6,44.9,14/10/2022,16:31
2669,29.6,44.7,14/10/2022,16:31
2670,29.6,44.5,14/10/2022,16:31
2671,29.5,44.4,14/10/2022,16:31
2672,29.5,44.6,14/10/2022,16:31
2673,29.5,44.7,14/10/2022,16:31
2674,29.5,44.8,14/10/2022,16:31
2675,29.5,44.8,14/10/2022,16:31
2676,29.5,44.7,14/10/2022,16:31
2677,29.5,44.9,14/10/2022,16:32
2678,29.6,44.9,14/10/2022,16:32
2679,29.6,45.0,14/10/2022,16:32
2680,29.6,45.0,14/10/2022,16:32
2681,29.6,45.0,14/10/2022,16:32
2682,29.7,45.3,14/10/2022,16:32
2683,29.7,45.3,14/10/2022,16:32
2684,29.7,44.8,14/10/2022,16:32
2685,29.7,44.6,14/10/2022,16:32
2686,29.7,44.8,14/10/2022,16:32
2687,29.7,45.0,14/10/2022,16:33
2688,29.8,44.8,14/10/2022,16:33
2689,29.7,44.4,14/10/2022,16:33
2690,29.5,44.2,14/10/2022,16:33
2691,29.5,44.3,14/10/2022,16:33
2692,29.4,44.3,14/10/2022,16:33
2693,29.4,44.4,14/10/2022,16:33
2694,29.4,44.5,14/10/2022,16:33
2695,29.4,44.7,14/10/2022,16:33
2696,29.4,45.0,14/10/2022,16:33
2697,29.4,44.7,14/10/2022,16:34
2698,29.3,44.6,14/10/2022,16:34
2699,29.3,44.7,14/10/2022,16:34
2700,29.3,44.8,14/10/2022,16:34
2701,29.2,44.8,14/10/2022,16:34
2702,29.2,45.0,14/10/2022,16:34
2703,29.2,45.1,14/10/2022,16:34
2704,29.2,45.2,14/10/2022,16:34
2705,29.1,45.1,14/10/2022,16:34
2706,29.1,45.3,14/10/2022,16:34
2707,29.1,45.4,14/10/2022,16:35
2708,29.2,45.7,14/10/2022,16:35
2709,29.3,45.7,14/10/2022,16:35
2710,29.3,45.5,14/10/2022,16:35
2711,29.3,45.5,14/10/2022,16:35
2712,29.3,45.5,14/10/2022,16:35
2713,29.4,45.4,14/10/2022,16:35
2714,29.4,45.4,14/10/2022,16:35
2715,29.3,45.2,14/10/2022,16:35
2716,29.4,45.2,14/10/2022,16:35
2717,29.4,45.2,14/10/2022,16:36
2718,29.4,45.5,14/10/2022,16:36
2719,29.4,45.4,14/10/2022,16:36
2720,29.4,45.3,14/10/2022,16:36
2721,29.5,45.2,14/10/2022,16:36
2722,29.5,45.4,14/10/2022,16:36
2723,29.6,45.5,14/10/2022,16:36
2724,29.6,45.4,14/10/2022,16:36
2725,29.7,45.5,14/10/2022,16:36
2726,29.7,45.2,14/10/2022,16:36
2727,29.5,44.8,14/10/2022,16:37
2728,29.4,44.7,14/10/2022,16:37
2729,29.4,44.8,14/10/2022,16:37
2730,29.4,44.9,14/10/2022,16:37
2731,29.4,45.0,14/10/2022,16:37
2732,29.4,45.2,14/10/2022,16:37
2733,29.4,45.6,14/10/2022,16:37
2734,29.4,45.5,14/10/2022,16:37
2735,29.3,45.2,14/10/2022,16:37
2736,29.3,45.3,14/10/2022,16:37
2737,29.3,45.4,14/10/2022,16:38
2738,29.3,45.6,14/10/2022,16:38
2739,29.2,45.2,14/10/2022,16:38
2740,29.2,45.4,14/10/2022,16:38
2741,29.1,45.4,14/10/2022,16:38
2742,29.2,45.6,14/10/2022,16:38
2743,29.2,45.7,14/10/2022,16:38
2744,29.3,45.9,14/10/2022,16:38
2745,29.3,45.5,14/10/2022,16:38
2746,29.3,45.4,14/10/2022,16:38
2747,29.2,45.4,14/10/2022,16:39
2748,29.3,45.5,14/10/2022,16:39
2749,29.2,45.3,14/10/2022,16:39
2750,29.2,45.3,14/10/2022,16:39
2751,29.2,45.3,14/10/2022,16:39
2752,29.2,45.3,14/10/2022,16:39
2753,29.3,45.3,14/10/2022,16:39
2754,29.3,45.3,14/10/2022,16:39
2755,29.3,45.4,14/10/2022,16:39
2756,29.1,45.2,14/10/2022,16:39
2757,29.1,45.3,14/10/2022,16:40
2758,29.1,45.5,14/10/2022,16:40
2759,29.1,45.7,14/10/2022,16:40
2760,29.1,45.8,14/10/2022,16:40
2761,29.1,45.7,14/10/2022,16:40
2762,29.1,45.8,14/10/2022,16:40
2763,29.1,45.7,14/10/2022,16:40
2764,29.1,45.6,14/10/2022,16:40
2765,29.1,45.7,14/10/2022,16:40
2766,29.1,45.6,14/10/2022,16:40
2767,29.1,45.6,14/10/2022,16:41
2768,29.1,45.7,14/10/2022,16:41
2769,29.1,45.8,14/10/2022,16:41
2770,29.1,46.0,14/10/2022,16:41
2771,29.1,46.0,14/10/2022,16:41
2772,29.1,46.1,14/10/2022,16:41
2773,29.1,46.0,14/10/2022,16:41
2774,29.2,46.2,14/10/2022,16:41
2775,29.2,46.5,14/10/2022,16:41
2776,29.2,46.1,14/10/2022,16:41
2777,29.2,46.0,14/10/2022,16:42
2778,29.2,45.8,14/10/2022,16:42
2779,29.1,45.8,14/10/2022,16:42
2780,29.1,45.8,14/10/2022,16:42
2781,29.1,46.0,14/10/2022,16:42
2782,29.1,46.0,14/10/2022,16:42
2783,29.1,46.1,14/10/2022,16:42
2784,29.0,46.1,14/10/2022,16:42
2785,29.0,46.0,14/10/2022,16:42
2786,28.9,46.0,14/10/2022,16:42
2787,28.8,46.0,14/10/2022,16:43
2788,28.8,46.1,14/10/2022,16:43
2789,28.7,46.1,14/10/2022,16:43
2790,28.7,46.2,14/10/2022,16:43
2791,28.7,46.3,14/10/2022,16:43
2792,28.7,46.6,14/10/2022,16:43
2793,28.7,46.6,14/10/2022,16:43
2794,28.7,46.9,14/10/2022,16:43
2795,28.8,47.3,14/10/2022,16:43
2796,28.8,47.0,14/10/2022,16:43
2797,28.7,46.7,14/10/2022,16:44
2798,28.8,46.7,14/10/2022,16:44
2799,28.8,46.7,14/10/2022,16:44
2800,28.8,46.6,14/10/2022,16:44
2801,28.8,46.6,14/10/2022,16:44
2802,28.8,46.6,14/10/2022,16:44
2803,28.9,46.6,14/10/2022,16:44
2804,28.9,46.6,14/10/2022,16:44
2805,28.8,46.4,14/10/2022,16:44
2806,28.8,46.2,14/10/2022,16:44
2807,28.8,46.1,14/10/2022,16:45
2808,28.7,46.1,14/10/2022,16:45
2809,28.6,46.1,14/10/2022,16:45
2810,28.6,46.3,14/10/2022,16:45
2811,28.6,46.4,14/10/2022,16:45
2812,28.6,46.6,14/10/2022,16:45
2813,28.6,46.5,14/10/2022,16:45
2814,28.7,46.9,14/10/2022,16:45
2815,28.6,46.6,14/10/2022,16:45
2816,28.6,46.5,14/10/2022,16:45
2817,28.6,46.5,14/10/2022,16:46
2818,28.6,46.7,14/10/2022,16:46
2819,28.7,46.8,14/10/2022,16:46
2820,28.7,46.7,14/10/2022,16:46
2821,28.7,46.8,14/10/2022,16:46
2822,28.7,46.7,14/10/2022,16:46
2823,28.7,46.8,14/10/2022,16:46
2824,28.6,46.6,14/10/2022,16:46
2825,28.7,46.6,14/10/2022,16:46
2826,28.7,46.6,14/10/2022,16:46
2827,28.6,46.5,14/10/2022,16:47
2828,28.7,46.8,14/10/2022,16:47
2829,28.6,46.7,14/10/2022,16:47
2830,28.7,46.8,14/10/2022,16:47
2831,28.7,46.6,14/10/2022,16:47
2832,28.7,46.7,14/10/2022,16:47
2833,28.8,46.8,14/10/2022,16:47
2834,28.8,46.8,14/10/2022,16:47
2835,28.8,46.5,14/10/2022,16:47
2836,28.8,47.0,14/10/2022,16:47
2837,28.8,46.6,14/10/2022,16:48
2838,28.9,46.7,14/10/2022,16:48
2839,28.8,46.5,14/10/2022,16:48
2840,28.8,46.5,14/10/2022,16:48
2841,28.7,46.4,14/10/2022,16:48
2842,28.7,46.4,14/10/2022,16:48
2843,28.6,46.6,14/10/2022,16:48
2844,28.6,46.7,14/10/2022,16:48
2845,28.7,46.9,14/10/2022,16:48
2846,28.6,47.0,14/10/2022,16:48
2847,28.6,46.9,14/10/2022,16:49
2848,28.6,46.9,14/10/2022,16:49
2849,28.7,46.9,14/10/2022,16:49
2850,28.6,47.0,14/10/2022,16:49
2851,28.7,47.1,14/10/2022,16:49
2852,28.7,47.3,14/10/2022,16:49
2853,28.7,47.1,14/10/2022,16:49
2854,28.6,46.8,14/10/2022,16:49
2855,28.6,46.8,14/10/2022,16:49
2856,28.6,46.9,14/10/2022,16:49
2857,28.6,46.9,14/10/2022,16:50
2858,28.6,47.3,14/10/2022,16:50
2859,28.6,47.4,14/10/2022,16:50
2860,28.7,47.5,14/10/2022,16:50
2861,28.7,47.3,14/10/2022,16:50
2862,28.7,47.1,14/10/2022,16:50
2863,28.8,47.3,14/10/2022,16:50
2864,28.8,47.4,14/10/2022,16:50
2865,28.8,47.6,14/10/2022,16:50
2866,28.9,47.5,14/10/2022,16:50
2867,28.9,46.8,14/10/2022,16:51
2868,28.9,46.8,14/10/2022,16:51
2869,29.0,46.7,14/10/2022,16:51
2870,29.0,46.5,14/10/2022,16:51
2871,29.0,46.4,14/10/2022,16:51
2872,29.0,47.3,14/10/2022,16:51
2873,29.0,46.7,14/10/2022,16:51
2874,29.1,46.5,14/10/2022,16:51
2875,29.1,46.9,14/10/2022,16:51
2876,29.1,46.4,14/10/2022,16:51
2877,29.0,46.0,14/10/2022,16:52
2878,29.0,46.2,14/10/2022,16:52
2879,29.1,46.3,14/10/2022,16:52
2880,29.1,46.3,14/10/2022,16:52
2881,29.1,46.3,14/10/2022,16:52
2882,29.1,46.2,14/10/2022,16:52
2883,29.1,46.1,14/10/2022,16:52
2884,29.1,46.5,14/10/2022,16:52
2885,29.1,46.3,14/10/2022,16:52
2886,29.1,46.1,14/10/2022,16:52
2887,29.1,46.0,14/10/2022,16:53
2888,29.2,46.2,14/10/2022,16:53
2889,29.2,46.1,14/10/2022,16:53
2890,29.2,45.8,14/10/2022,16:53
2891,29.1,46.0,14/10/2022,16:53
2892,29.1,45.7,14/10/2022,16:53
2893,29.0,45.7,14/10/2022,16:53
2894,28.9,45.7,14/10/2022,16:53
2895,28.9,45.9,14/10/2022,16:53
2896,28.9,45.9,14/10/2022,16:53
2897,28.9,45.9,14/10/2022,16:54
2898,28.9,45.9,14/10/2022,16:54
2899,29.0,46.0,14/10/2022,16:54
2900,29.0,46.4,14/10/2022,16:54
2901,29.0,46.4,14/10/2022,16:54
2902,29.1,46.5,14/10/2022,16:54
2903,29.1,46.9,14/10/2022,16:54
2904,29.1,46.4,14/10/2022,16:54
2905,29.1,46.3,14/10/2022,16:54
2906,29.1,46.7,14/10/2022,16:54
2907,29.1,46.5,14/10/2022,16:55
2908,29.0,46.3,14/10/2022,16:55
2909,29.0,46.1,14/10/2022,16:55
2910,28.9,45.9,14/10/2022,16:55
2911,28.9,46.0,14/10/2022,16:55
2912,28.9,46.3,14/10/2022,16:55
2913,28.8,46.3,14/10/2022,16:55
2914,28.8,46.3,14/10/2022,16:55
2915,28.8,46.4,14/10/2022,16:55
2916,28.8,46.7,14/10/2022,16:55
2917,28.7,46.6,14/10/2022,16:56
2918,28.7,46.5,14/10/2022,16:56
2919,28.7,46.4,14/10/2022,16:56
2920,28.7,46.5,14/10/2022,16:56
2921,28.6,46.5,14/10/2022,16:56
2922,28.6,46.6,14/10/2022,16:56
2923,28.6,46.8,14/10/2022,16:56
2924,28.5,46.7,14/10/2022,16:56
2925,28.5,46.8,14/10/2022,16:56
2926,28.5,46.8,14/10/2022,16:56
2927,28.5,46.8,14/10/2022,16:57
2928,28.5,46.6,14/10/2022,16:57
2929,28.5,46.5,14/10/2022,16:57
2930,28.5,46.6,14/10/2022,16:57
2931,28.4,46.7,14/10/2022,16:57
2932,28.4,47.0,14/10/2022,16:57
2933,28.4,47.0,14/10/2022,16:57
2934,28.4,47.2,14/10/2022,16:57
2935,28.4,47.7,14/10/2022,16:57
2936,28.5,47.3,14/10/2022,16:57
2937,28.5,47.4,14/10/2022,16:58
2938,28.5,47.1,14/10/2022,16:58
2939,28.5,47.2,14/10/2022,16:58
2940,28.5,47.2,14/10/2022,16:58
2941,28.6,47.3,14/10/2022,16:58
2942,28.6,47.3,14/10/2022,16:58
2943,28.6,47.3,14/10/2022,16:58
2944,28.6,47.0,14/10/2022,16:58
2945,28.7,47.0,14/10/2022,16:58
2946,28.7,47.3,14/10/2022,16:58
2947,28.7,47.2,14/10/2022,16:59
2948,28.7,47.1,14/10/2022,16:59
2949,28.7,47.3,14/10/2022,16:59
2950,28.7,46.9,14/10/2022,16:59
2951,28.7,46.8,14/10/2022,16:59
2952,28.7,46.8,14/10/2022,16:59
2953,28.7,47.0,14/10/2022,16:59
2954,28.7,47.2,14/10/2022,16:59
2955,28.7,47.2,14/10/2022,16:59
2956,28.8,47.3,14/10/2022,16:59
2957,28.8,47.2,14/10/2022,17:0
2958,28.8,47.1,14/10/2022,17:0
2959,28.8,46.8,14/10/2022,17:0
2960,28.7,46.8,14/10/2022,17:0
2961,28.7,46.7,14/10/2022,17:0
2962,28.6,46.7,14/10/2022,17:0
2963,28.5,46.9,14/10/2022,17:0
2964,28.5,47.0,14/10/2022,17:0
2965,28.6,47.0,14/10/2022,17:0
2966,28.5,47.0,14/10/2022,17:0
2967,28.5,47.0,14/10/2022,17:1
2968,28.5,47.2,14/10/2022,17:1
2969,28.5,47.1,14/10/2022,17:1
2970,28.5,47.1,14/10/2022,17:1
2971,28.5,47.4,14/10/2022,17:1
2972,28.5,47.4,14/10/2022,17:1
2973,28.5,47.2,14/10/2022,17:1
2974,28.5,47.4,14/10/2022,17:1
2975,28.6,47.6,14/10/2022,17:1
2976,28.6,47.6,14/10/2022,17:1
2977,28.6,47.5,14/10/2022,17:2
2978,28.7,47.3,14/10/2022,17:2
2979,28.7,47.3,14/10/2022,17:2
2980,28.7,47.2,14/10/2022,17:2
2981,28.6,47.0,14/10/2022,17:2
2982,28.6,46.9,14/10/2022,17:2
2983,28.6,47.0,14/10/2022,17:2
2984,28.6,47.1,14/10/2022,17:2
2985,28.6,46.9,14/10/2022,17:2
2986,28.6,46.9,14/10/2022,17:2
2987,28.6,47.1,14/10/2022,17:3
2988,28.6,47.1,14/10/2022,17:3
2989,28.6,46.9,14/10/2022,17:3
2990,28.5,47.0,14/10/2022,17:3
2991,28.5,47.1,14/10/2022,17:3
2992,28.5,47.4,14/10/2022,17:3
2993,28.5,47.3,14/10/2022,17:3
2994,28.5,47.5,14/10/2022,17:3
2995,28.5,47.4,14/10/2022,17:3
2996,28.5,47.5,14/10/2022,17:3
2997,28.5,47.3,14/10/2022,17:4
2998,28.5,47.3,14/10/2022,17:4
2999,28.4,47.1,14/10/2022,17:4
3000,28.4,47.3,14/10/2022,17:4
3001,28.4,47.4,14/10/2022,17:4
3002,28.4,47.5,14/10/2022,17:4
3003,28.3,47.3,14/10/2022,17:4
3004,28.3,47.3,14/10/2022,17:4
3005,28.3,47.4,14/10/2022,17:4
3006,28.2,47.2,14/10/2022,17:4
3007,28.2,47.4,14/10/2022,17:5
3008,28.2,47.6,14/10/2022,17:5
3009,28.2,47.6,14/10/2022,17:5
3010,28.1,47.5,14/10/2022,17:5
3011,28.1,47.7,14/10/2022,17:5
3012,28.1,47.7,14/10/2022,17:5
3013,28.1,47.9,14/10/2022,17:5
3014,28.1,47.9,14/10/2022,17:5
3015,28.1,47.9,14/10/2022,17:5
3016,28.1,47.9,14/10/2022,17:5
3017,28.1,48.4,14/10/2022,17:6
3018,28.1,48.2,14/10/2022,17:6
3019,28.1,48.1,14/10/2022,17:6
3020,28.1,48.1,14/10/2022,17:6
3021,28.1,48.0,14/10/2022,17:6
3022,28.2,48.4,14/10/2022,17:6
3023,28.2,48.4,14/10/2022,17:6
3024,28.2,48.3,14/10/2022,17:6
3025,28.2,48.3,14/10/2022,17:6
3026,28.2,48.0,14/10/2022,17:6
3027,28.2,48.0,14/10/2022,17:7
3028,28.2,47.9,14/10/2022,17:7
3029,28.2,47.8,14/10/2022,17:7
3030,28.2,47.8,14/10/2022,17:7
3031,28.2,47.9,14/10/2022,17:7
3032,28.2,48.4,14/10/2022,17:7
3033,28.3,48.5,14/10/2022,17:7
3034,28.3,48.5,14/10/2022,17:7
3035,28.3,48.4,14/10/2022,17:7
3036,28.3,48.2,14/10/2022,17:7
3037,28.3,48.2,14/10/2022,17:8
3038,28.3,47.6,14/10/2022,17:8
3039,28.3,47.5,14/10/2022,17:8
3040,28.3,47.6,14/10/2022,17:8
3041,28.3,47.3,14/10/2022,17:8
3042,28.3,47.2,14/10/2022,17:8
3043,28.2,47.2,14/10/2022,17:8
3044,28.2,47.2,14/10/2022,17:8
3045,28.2,47.2,14/10/2022,17:8
3046,28.2,47.3,14/10/2022,17:8
3047,28.2,47.3,14/10/2022,17:9
3048,28.2,47.5,14/10/2022,17:9
3049,28.2,48.1,14/10/2022,17:9
3050,28.2,47.8,14/10/2022,17:9
3051,28.2,47.8,14/10/2022,17:9
3052,28.2,47.5,14/10/2022,17:9
3053,28.2,47.4,14/10/2022,17:9
3054,28.2,47.7,14/10/2022,17:9
3055,28.2,47.9,14/10/2022,17:9
3056,28.2,47.8,14/10/2022,17:9
3057,28.2,47.7,14/10/2022,17:10
3058,28.2,47.7,14/10/2022,17:10
3059,28.3,47.9,14/10/2022,17:10
3060,28.3,47.6,14/10/2022,17:10
3061,28.3,47.7,14/10/2022,17:10
3062,28.3,47.6,14/10/2022,17:10
3063,28.3,47.6,14/10/2022,17:10
3064,28.3,47.5,14/10/2022,17:10
3065,28.3,47.3,14/10/2022,17:10
3066,28.3,47.4,14/10/2022,17:10
3067,28.2,47.3,14/10/2022,17:11
3068,28.2,47.3,14/10/2022,17:11
3069,28.2,47.4,14/10/2022,17:11
3070,28.2,47.6,14/10/2022,17:11
3071,28.2,47.7,14/10/2022,17:11
3072,28.2,47.6,14/10/2022,17:11
3073,28.2,47.7,14/10/2022,17:11
3074,28.2,47.8,14/10/2022,17:11
3075,28.2,48.0,14/10/2022,17:11
3076,28.2,48.0,14/10/2022,17:11
3077,28.2,48.2,14/10/2022,17:12
3078,28.3,48.6,14/10/2022,17:12
3079,28.3,48.6,14/10/2022,17:12
3080,28.2,47.8,14/10/2022,17:12
3081,28.2,47.7,14/10/2022,17:12
3082,28.2,47.6,14/10/2022,17:12
3083,28.2,47.8,14/10/2022,17:12
3084,28.2,48.0,14/10/2022,17:12
3085,28.2,47.8,14/10/2022,17:12
3086,28.2,47.8,14/10/2022,17:12
3087,28.2,48.5,14/10/2022,17:13
3088,28.3,48.7,14/10/2022,17:13
3089,28.3,48.4,14/10/2022,17:13
3090,28.4,48.2,14/10/2022,17:13
3091,28.4,47.8,14/10/2022,17:13
3092,28.4,47.9,14/10/2022,17:13
3093,28.4,48.2,14/10/2022,17:13
3094,28.3,47.4,14/10/2022,17:13
3095,28.3,47.4,14/10/2022,17:13
3096,28.3,47.4,14/10/2022,17:13
3097,28.3,47.9,14/10/2022,17:14
3098,28.3,47.7,14/10/2022,17:14
3099,28.3,47.9,14/10/2022,17:14
3100,28.3,47.5,14/10/2022,17:14
3101,28.3,47.3,14/10/2022,17:14
3102,28.3,47.8,14/10/2022,17:14
3103,28.2,47.5,14/10/2022,17:14
3104,28.2,47.4,14/10/2022,17:14
3105,28.2,47.9,14/10/2022,17:14
3106,28.2,48.2,14/10/2022,17:14
3107,28.2,48.2,14/10/2022,17:15
3108,28.3,48.0,14/10/2022,17:15
3109,28.3,47.6,14/10/2022,17:15
3110,28.3,47.7,14/10/2022,17:15
3111,28.2,47.5,14/10/2022,17:15
3112,28.2,47.4,14/10/2022,17:15
3113,28.2,47.5,14/10/2022,17:15
3114,28.2,47.6,14/10/2022,17:15
3115,28.2,47.6,14/10/2022,17:15
3116,28.2,47.6,14/10/2022,17:15
3117,28.2,47.8,14/10/2022,17:16
3118,28.1,47.7,14/10/2022,17:16
3119,28.2,47.7,14/10/2022,17:16
3120,28.2,47.8,14/10/2022,17:16
3121,28.2,47.9,14/10/2022,17:16
3122,28.2,48.1,14/10/2022,17:16
3123,28.2,47.8,14/10/2022,17:16
3124,28.2,47.7,14/10/2022,17:16
3125,28.2,47.7,14/10/2022,17:16
3126,28.2,47.5,14/10/2022,17:16
3127,28.2,47.4,14/10/2022,17:17
3128,28.2,47.5,14/10/2022,17:17
3129,28.2,47.7,14/10/2022,17:17
3130,28.2,47.6,14/10/2022,17:17
3131,28.2,47.4,14/10/2022,17:17
3132,28.2,47.7,14/10/2022,17:17
3133,28.2,48.3,14/10/2022,17:17
3134,28.2,48.2,14/10/2022,17:17
3135,28.1,47.8,14/10/2022,17:17
3136,28.2,48.0,14/10/2022,17:17
3137,28.2,47.8,14/10/2022,17:18
3138,28.2,47.9,14/10/2022,17:18
3139,28.2,47.8,14/10/2022,17:18
3140,28.2,47.7,14/10/2022,17:18
3141,28.2,48.0,14/10/2022,17:18
3142,28.2,47.7,14/10/2022,17:18
3143,28.2,47.6,14/10/2022,17:18
3144,28.2,47.7,14/10/2022,17:18
3145,28.2,47.6,14/10/2022,17:18
3146,28.1,47.2,14/10/2022,17:18
3147,28.1,47.3,14/10/2022,17:19
3148,28.1,47.6,14/10/2022,17:19
3149,28.1,47.6,14/10/2022,17:19
3150,28.1,48.0,14/10/2022,17:19
3151,28.1,47.5,14/10/2022,17:19
3152,28.1,47.4,14/10/2022,17:19
3153,28.1,47.6,14/10/2022,17:19
3154,28.1,47.5,14/10/2022,17:19
3155,28.1,47.3,14/10/2022,17:19
3156,28.1,47.6,14/10/2022,17:19
3157,28.0,47.3,14/10/2022,17:20
3158,28.0,47.2,14/10/2022,17:20
3159,28.0,47.3,14/10/2022,17:20
3160,27.9,47.3,14/10/2022,17:20
3161,27.9,47.4,14/10/2022,17:20
3162,27.9,47.4,14/10/2022,17:20
3163,27.9,47.5,14/10/2022,17:20
3164,27.9,47.4,14/10/2022,17:20
3165,27.9,47.4,14/10/2022,17:20
3166,27.9,47.4,14/10/2022,17:20
3167,27.9,47.5,14/10/2022,17:21
3168,27.9,47.6,14/10/2022,17:21
3169,27.9,47.5,14/10/2022,17:21
3170,27.9,48.1,14/10/2022,17:21
3171,27.9,48.1,14/10/2022,17:21
3172,27.9,47.7,14/10/2022,17:21
3173,28.0,47.6,14/10/2022,17:21
3174,27.9,47.4,14/10/2022,17:21
3175,27.9,47.9,14/10/2022,17:21
3176,27.9,47.7,14/10/2022,17:21
3177,27.9,48.4,14/10/2022,17:22
3178,28.0,48.5,14/10/2022,17:22
3179,28.0,53.9,14/10/2022,17:22
3180,28.1,57.6,14/10/2022,17:22
3181,28.2,53.4,14/10/2022,17:22
3182,28.3,55.0,14/10/2022,17:22
3183,28.3,54.2,14/10/2022,17:22
3184,28.4,54.0,14/10/2022,17:22
3185,28.4,54.6,14/10/2022,17:22
3186,28.4,55.8,14/10/2022,17:22
3187,28.5,56.0,14/10/2022,17:23
3188,28.6,54.8,14/10/2022,17:23
3189,28.5,53.1,14/10/2022,17:23
3190,28.6,52.1,14/10/2022,17:23
3191,28.7,52.4,14/10/2022,17:23
3192,28.7,51.9,14/10/2022,17:23
3193,28.7,51.8,14/10/2022,17:23
3194,28.8,52.5,14/10/2022,17:23
3195,28.8,53.1,14/10/2022,17:23
