,Unnamed: 0.1,Fecha, Temperatura (°C), Humedad (%),Hora
61,61,29/9/2022,24.4,62.7,29/9/2022
62,62,29/9/2022,24.4,62.7,29/9/2022
63,63,29/9/2022,24.3,62.7,29/9/2022
64,64,29/9/2022,24.3,62.7,29/9/2022
65,65,29/9/2022,24.3,62.8,29/9/2022
66,66,29/9/2022,24.3,62.8,29/9/2022
67,67,29/9/2022,24.4,62.9,29/9/2022
68,68,29/9/2022,24.4,63.0,29/9/2022
69,69,29/9/2022,24.4,63.2,29/9/2022
70,70,29/9/2022,24.4,63.2,29/9/2022
71,71,29/9/2022,24.4,63.2,29/9/2022
72,72,29/9/2022,24.5,63.2,29/9/2022
73,73,29/9/2022,24.4,62.9,29/9/2022
74,74,29/9/2022,24.5,62.8,29/9/2022
75,75,29/9/2022,24.5,62.8,29/9/2022
76,76,29/9/2022,24.5,62.7,29/9/2022
77,77,29/9/2022,24.5,62.7,29/9/2022
78,78,29/9/2022,24.5,62.6,29/9/2022
79,79,29/9/2022,24.6,62.5,29/9/2022
80,80,29/9/2022,24.5,62.5,29/9/2022
81,81,29/9/2022,24.5,62.5,29/9/2022
82,82,29/9/2022,24.6,62.5,29/9/2022
83,83,29/9/2022,24.6,62.4,29/9/2022
84,84,29/9/2022,24.6,62.4,29/9/2022
85,85,29/9/2022,24.6,62.4,29/9/2022
86,86,29/9/2022,24.6,62.3,29/9/2022
87,87,29/9/2022,24.7,62.4,29/9/2022
88,88,29/9/2022,24.7,62.4,29/9/2022
89,89,29/9/2022,24.7,62.4,29/9/2022
90,90,29/9/2022,24.7,62.3,29/9/2022
91,91,29/9/2022,24.7,62.1,29/9/2022
92,92,29/9/2022,24.7,61.9,29/9/2022
93,93,29/9/2022,24.7,61.9,29/9/2022
94,94,29/9/2022,24.7,61.9,29/9/2022
95,95,29/9/2022,24.7,61.9,29/9/2022
96,96,29/9/2022,24.6,61.9,29/9/2022
97,97,29/9/2022,24.6,62.0,29/9/2022
98,98,29/9/2022,24.6,62.1,29/9/2022
99,99,29/9/2022,24.6,62.1,29/9/2022
100,100,29/9/2022,24.7,62.1,29/9/2022
101,101,29/9/2022,24.7,62.1,29/9/2022
102,102,29/9/2022,24.7,62.1,29/9/2022
103,103,29/9/2022,24.7,62.2,29/9/2022
104,104,29/9/2022,24.7,62.2,29/9/2022
105,105,29/9/2022,24.7,62.1,29/9/2022
106,106,29/9/2022,24.7,62.0,29/9/2022
107,107,29/9/2022,24.7,61.9,29/9/2022
108,108,29/9/2022,24.7,61.9,29/9/2022
109,109,29/9/2022,24.7,61.9,29/9/2022
110,110,29/9/2022,24.7,61.9,29/9/2022
111,111,29/9/2022,24.8,62.0,29/9/2022
112,112,29/9/2022,24.8,62.1,29/9/2022
113,113,29/9/2022,24.8,62.2,29/9/2022
114,114,29/9/2022,24.8,62.2,29/9/2022
115,115,29/9/2022,24.8,62.1,29/9/2022
116,116,29/9/2022,24.8,62.1,29/9/2022
117,117,29/9/2022,24.9,62.2,29/9/2022
118,118,29/9/2022,24.8,62.2,29/9/2022
119,119,29/9/2022,24.9,62.2,29/9/2022
120,120,29/9/2022,24.9,62.1,29/9/2022
121,121,29/9/2022,24.9,62.0,29/9/2022
122,122,29/9/2022,25.0,62.0,29/9/2022
123,123,29/9/2022,25.0,61.9,29/9/2022
124,124,29/9/2022,25.0,61.8,29/9/2022
125,125,29/9/2022,25.0,61.7,29/9/2022
126,126,29/9/2022,25.1,61.6,29/9/2022
127,127,29/9/2022,25.0,61.3,29/9/2022
128,128,29/9/2022,25.0,61.3,29/9/2022
129,129,29/9/2022,25.0,61.1,29/9/2022
130,130,29/9/2022,25.0,61.1,29/9/2022
131,131,29/9/2022,25.0,61.0,29/9/2022
132,132,29/9/2022,25.0,61.0,29/9/2022
133,133,29/9/2022,24.9,61.0,29/9/2022
134,134,29/9/2022,25.0,61.1,29/9/2022
135,135,29/9/2022,25.0,61.2,29/9/2022
136,136,29/9/2022,25.0,61.3,29/9/2022
137,137,29/9/2022,25.0,61.1,29/9/2022
138,138,29/9/2022,25.0,61.1,29/9/2022
139,139,29/9/2022,25.0,61.1,29/9/2022
140,140,29/9/2022,25.0,61.0,29/9/2022
141,141,29/9/2022,25.0,61.0,29/9/2022
142,142,29/9/2022,24.9,61.0,29/9/2022
143,143,29/9/2022,24.9,61.1,29/9/2022
144,144,29/9/2022,24.9,61.3,29/9/2022
145,145,29/9/2022,24.9,61.4,29/9/2022
146,146,29/9/2022,24.9,61.5,29/9/2022
147,147,29/9/2022,24.9,61.5,29/9/2022
148,148,29/9/2022,24.9,61.4,29/9/2022
149,149,29/9/2022,25.0,61.5,29/9/2022
150,150,29/9/2022,25.0,61.2,29/9/2022
151,151,29/9/2022,24.9,60.9,29/9/2022
152,152,29/9/2022,24.9,61.0,29/9/2022
153,153,29/9/2022,24.8,60.9,29/9/2022
154,154,29/9/2022,24.8,61.1,29/9/2022
155,155,29/9/2022,24.8,61.3,29/9/2022
156,156,29/9/2022,24.8,61.4,29/9/2022
157,157,29/9/2022,24.8,61.2,29/9/2022
158,158,29/9/2022,24.8,61.2,29/9/2022
159,159,29/9/2022,24.8,61.3,29/9/2022
160,160,29/9/2022,24.8,61.3,29/9/2022
161,161,29/9/2022,24.9,61.5,29/9/2022
162,162,29/9/2022,24.8,61.4,29/9/2022
163,163,29/9/2022,24.9,61.4,29/9/2022
164,164,29/9/2022,24.9,61.3,29/9/2022
165,165,29/9/2022,24.9,61.1,29/9/2022
166,166,29/9/2022,24.9,61.0,29/9/2022
167,167,29/9/2022,24.9,61.0,29/9/2022
168,168,29/9/2022,24.9,60.9,29/9/2022
169,169,29/9/2022,24.9,60.9,29/9/2022
170,170,29/9/2022,24.9,60.8,29/9/2022
171,171,29/9/2022,24.9,60.7,29/9/2022
172,172,29/9/2022,25.0,61.0,29/9/2022
173,173,29/9/2022,25.0,61.1,29/9/2022
174,174,29/9/2022,25.0,61.1,29/9/2022
175,175,29/9/2022,25.0,61.1,29/9/2022
176,176,29/9/2022,25.0,61.0,29/9/2022
177,177,29/9/2022,25.0,61.0,29/9/2022
178,178,29/9/2022,25.0,60.9,29/9/2022
179,179,29/9/2022,25.0,60.9,29/9/2022
180,180,29/9/2022,25.1,60.9,29/9/2022
181,181,29/9/2022,25.0,60.8,29/9/2022
182,182,29/9/2022,25.0,61.0,29/9/2022
183,183,29/9/2022,25.0,61.1,29/9/2022
184,184,29/9/2022,25.0,60.9,29/9/2022
185,185,29/9/2022,25.0,60.9,29/9/2022
186,186,29/9/2022,25.0,60.8,29/9/2022
187,187,29/9/2022,25.0,60.7,29/9/2022
188,188,29/9/2022,25.0,60.6,29/9/2022
189,189,29/9/2022,25.0,60.5,29/9/2022
190,190,29/9/2022,25.0,60.5,29/9/2022
191,191,29/9/2022,25.0,60.7,29/9/2022
192,192,29/9/2022,25.1,60.7,29/9/2022
193,193,29/9/2022,25.1,60.7,29/9/2022
194,194,29/9/2022,25.1,60.7,29/9/2022
195,195,29/9/2022,25.1,60.7,29/9/2022
196,196,29/9/2022,25.1,60.8,29/9/2022
197,197,29/9/2022,25.1,60.9,29/9/2022
198,198,29/9/2022,25.1,60.9,29/9/2022
199,199,29/9/2022,25.1,60.9,29/9/2022
200,200,29/9/2022,25.1,60.8,29/9/2022
201,201,29/9/2022,25.1,60.5,29/9/2022
202,202,29/9/2022,25.1,60.5,29/9/2022
203,203,29/9/2022,25.1,60.8,29/9/2022
204,204,29/9/2022,25.1,60.9,29/9/2022
205,205,29/9/2022,25.1,60.7,29/9/2022
206,206,29/9/2022,25.1,60.7,29/9/2022
207,207,29/9/2022,25.1,60.6,29/9/2022
208,208,29/9/2022,25.1,60.7,29/9/2022
209,209,29/9/2022,25.1,60.8,29/9/2022
210,210,29/9/2022,25.1,60.8,29/9/2022
211,211,29/9/2022,25.1,60.9,29/9/2022
212,212,29/9/2022,25.1,61.0,29/9/2022
213,213,29/9/2022,25.2,61.1,29/9/2022
214,214,29/9/2022,25.2,61.0,29/9/2022
215,215,29/9/2022,25.2,60.8,29/9/2022
216,216,29/9/2022,25.2,60.7,29/9/2022
217,217,29/9/2022,25.2,60.7,29/9/2022
218,218,29/9/2022,25.2,60.7,29/9/2022
219,219,29/9/2022,25.2,60.7,29/9/2022
220,220,29/9/2022,25.2,60.7,29/9/2022
221,221,29/9/2022,25.2,60.7,29/9/2022
222,222,29/9/2022,25.3,60.7,29/9/2022
223,223,29/9/2022,25.3,60.7,29/9/2022
224,224,29/9/2022,25.3,60.6,29/9/2022
225,225,29/9/2022,25.4,60.6,29/9/2022
226,226,29/9/2022,25.4,60.6,29/9/2022
227,227,29/9/2022,25.4,60.5,29/9/2022
228,228,29/9/2022,25.4,60.4,29/9/2022
229,229,29/9/2022,25.5,60.6,29/9/2022
230,230,29/9/2022,25.4,60.6,29/9/2022
231,231,29/9/2022,25.4,60.7,29/9/2022
232,232,29/9/2022,25.4,60.7,29/9/2022
233,233,29/9/2022,25.4,60.7,29/9/2022
234,234,29/9/2022,25.4,60.5,29/9/2022
235,235,29/9/2022,25.4,60.4,29/9/2022
236,236,29/9/2022,25.4,60.4,29/9/2022
237,237,29/9/2022,25.4,60.4,29/9/2022
238,238,29/9/2022,25.4,60.5,29/9/2022
239,239,29/9/2022,25.4,60.7,29/9/2022
240,240,29/9/2022,25.4,60.7,29/9/2022
241,241,29/9/2022,25.4,60.7,29/9/2022
242,242,29/9/2022,25.4,60.6,29/9/2022
243,243,29/9/2022,25.4,60.2,29/9/2022
244,244,29/9/2022,25.4,60.0,29/9/2022
245,245,29/9/2022,25.4,60.1,29/9/2022
246,246,29/9/2022,25.4,60.3,29/9/2022
247,247,29/9/2022,25.4,60.6,29/9/2022
248,248,29/9/2022,25.4,60.8,29/9/2022
249,249,29/9/2022,25.4,60.9,29/9/2022
250,250,29/9/2022,25.4,60.9,29/9/2022
251,251,29/9/2022,25.4,61.0,29/9/2022
252,252,29/9/2022,25.5,61.0,29/9/2022
253,253,29/9/2022,25.5,60.8,29/9/2022
254,254,29/9/2022,25.5,60.7,29/9/2022
255,255,29/9/2022,25.5,60.7,29/9/2022
256,256,29/9/2022,25.5,60.3,29/9/2022
257,257,29/9/2022,25.5,60.0,29/9/2022
258,258,29/9/2022,25.6,60.0,29/9/2022
259,259,29/9/2022,25.5,59.8,29/9/2022
260,260,29/9/2022,25.5,59.7,29/9/2022
261,261,29/9/2022,25.5,59.7,29/9/2022
262,262,29/9/2022,25.4,59.6,29/9/2022
263,263,29/9/2022,25.4,59.7,29/9/2022
264,264,29/9/2022,25.4,59.8,29/9/2022
265,265,29/9/2022,25.4,60.0,29/9/2022
266,266,29/9/2022,25.3,59.8,29/9/2022
267,267,29/9/2022,25.4,59.8,29/9/2022
268,268,29/9/2022,25.4,59.9,29/9/2022
269,269,29/9/2022,25.4,60.0,29/9/2022
270,270,29/9/2022,25.4,60.0,29/9/2022
271,271,29/9/2022,25.4,59.8,29/9/2022
272,272,29/9/2022,25.4,59.4,29/9/2022
273,273,29/9/2022,25.4,59.2,29/9/2022
274,274,29/9/2022,25.4,59.5,29/9/2022
275,275,29/9/2022,25.3,59.6,29/9/2022
276,276,29/9/2022,25.4,59.8,29/9/2022
277,277,29/9/2022,25.3,59.8,29/9/2022
278,278,29/9/2022,25.4,59.9,29/9/2022
279,279,29/9/2022,25.3,59.8,29/9/2022
280,280,29/9/2022,25.3,59.9,29/9/2022
281,281,29/9/2022,25.3,59.8,29/9/2022
282,282,29/9/2022,25.4,59.6,29/9/2022
283,283,29/9/2022,25.4,59.5,29/9/2022
284,284,29/9/2022,25.4,59.4,29/9/2022
285,285,29/9/2022,25.4,59.4,29/9/2022
286,286,29/9/2022,25.4,59.3,29/9/2022
287,287,29/9/2022,25.4,59.3,29/9/2022
288,288,29/9/2022,25.4,59.4,29/9/2022
289,289,29/9/2022,25.4,59.2,29/9/2022
290,290,29/9/2022,25.4,58.8,29/9/2022
291,291,29/9/2022,25.4,58.6,29/9/2022
292,292,29/9/2022,25.4,58.5,29/9/2022
293,293,29/9/2022,25.4,58.5,29/9/2022
294,294,29/9/2022,25.4,58.6,29/9/2022
295,295,29/9/2022,25.4,58.6,29/9/2022
296,296,29/9/2022,25.4,58.7,29/9/2022
297,297,29/9/2022,25.4,58.7,29/9/2022
298,298,29/9/2022,25.4,58.6,29/9/2022
299,299,29/9/2022,25.4,58.4,29/9/2022
300,300,29/9/2022,25.4,58.4,29/9/2022
301,301,29/9/2022,25.4,58.1,29/9/2022
302,302,29/9/2022,25.4,57.9,29/9/2022
303,303,29/9/2022,25.4,57.9,29/9/2022
304,304,29/9/2022,25.4,57.9,29/9/2022
305,305,29/9/2022,25.4,57.9,29/9/2022
306,306,29/9/2022,25.4,58.0,29/9/2022
307,307,29/9/2022,25.5,58.2,29/9/2022
308,308,29/9/2022,25.4,58.1,29/9/2022
309,309,29/9/2022,25.5,58.1,29/9/2022
310,310,29/9/2022,25.5,58.1,29/9/2022
311,311,29/9/2022,25.5,58.0,29/9/2022
312,312,29/9/2022,25.6,58.1,29/9/2022
313,313,29/9/2022,25.5,57.7,29/9/2022
314,314,29/9/2022,25.5,57.6,29/9/2022
315,315,29/9/2022,25.5,57.8,29/9/2022
316,316,29/9/2022,25.5,57.8,29/9/2022
317,317,29/9/2022,25.5,57.7,29/9/2022
318,318,29/9/2022,25.5,57.7,29/9/2022
319,319,29/9/2022,25.5,57.8,29/9/2022
320,320,29/9/2022,25.6,58.0,29/9/2022
321,321,29/9/2022,25.6,58.1,29/9/2022
322,322,29/9/2022,25.6,58.0,29/9/2022
323,323,29/9/2022,25.6,57.9,29/9/2022
324,324,29/9/2022,25.6,57.8,29/9/2022
325,325,29/9/2022,25.6,57.8,29/9/2022
326,326,29/9/2022,25.7,57.8,29/9/2022
327,327,29/9/2022,25.7,57.6,29/9/2022
328,328,29/9/2022,25.6,57.6,29/9/2022
329,329,29/9/2022,25.7,57.7,29/9/2022
330,330,29/9/2022,25.7,57.7,29/9/2022
331,331,29/9/2022,25.7,57.8,29/9/2022
332,332,29/9/2022,25.7,57.7,29/9/2022
333,333,29/9/2022,25.7,57.7,29/9/2022
334,334,29/9/2022,25.7,57.5,29/9/2022
335,335,29/9/2022,25.7,57.3,29/9/2022
336,336,29/9/2022,25.7,57.2,29/9/2022
337,337,29/9/2022,25.6,57.0,29/9/2022
338,338,29/9/2022,25.5,57.0,29/9/2022
339,339,29/9/2022,25.5,57.2,29/9/2022
340,340,29/9/2022,25.5,57.3,29/9/2022
341,341,29/9/2022,25.5,57.3,29/9/2022
342,342,29/9/2022,25.5,57.5,29/9/2022
343,343,29/9/2022,25.6,57.6,29/9/2022
344,344,29/9/2022,25.5,57.6,29/9/2022
345,345,29/9/2022,25.6,57.8,29/9/2022
346,346,29/9/2022,25.6,57.9,29/9/2022
347,347,29/9/2022,25.6,57.9,29/9/2022
348,348,29/9/2022,25.7,57.9,29/9/2022
349,349,29/9/2022,25.7,57.7,29/9/2022
350,350,29/9/2022,25.6,57.6,29/9/2022
351,351,29/9/2022,25.6,57.5,29/9/2022
352,352,29/9/2022,25.6,57.4,29/9/2022
353,353,29/9/2022,25.6,57.3,29/9/2022
354,354,29/9/2022,25.6,57.3,29/9/2022
355,355,29/9/2022,25.6,57.3,29/9/2022
356,356,29/9/2022,25.6,57.4,29/9/2022
357,357,29/9/2022,25.6,57.5,29/9/2022
358,358,29/9/2022,25.7,57.7,29/9/2022
359,359,29/9/2022,25.7,57.8,29/9/2022
360,360,29/9/2022,25.7,57.8,29/9/2022
361,361,29/9/2022,25.8,57.8,29/9/2022
362,362,29/9/2022,25.8,57.8,29/9/2022
363,363,29/9/2022,25.8,57.8,29/9/2022
364,364,29/9/2022,25.9,57.9,29/9/2022
365,365,29/9/2022,25.9,57.9,29/9/2022
366,366,29/9/2022,25.9,57.8,29/9/2022
367,367,29/9/2022,26.0,57.8,29/9/2022
368,368,29/9/2022,26.0,57.7,29/9/2022
369,369,29/9/2022,26.0,57.7,29/9/2022
370,370,29/9/2022,26.0,57.8,29/9/2022
371,371,29/9/2022,26.0,57.7,29/9/2022
372,372,29/9/2022,26.0,57.6,29/9/2022
373,373,29/9/2022,26.0,57.6,29/9/2022
374,374,29/9/2022,26.0,57.5,29/9/2022
375,375,29/9/2022,26.0,57.6,29/9/2022
376,376,29/9/2022,26.0,57.6,29/9/2022
377,377,29/9/2022,26.0,57.5,29/9/2022
378,378,29/9/2022,26.1,57.6,29/9/2022
379,379,29/9/2022,26.0,57.4,29/9/2022
380,380,29/9/2022,26.1,57.3,29/9/2022
381,381,29/9/2022,26.1,57.2,29/9/2022
382,382,29/9/2022,26.1,57.1,29/9/2022
383,383,29/9/2022,26.1,57.1,29/9/2022
384,384,29/9/2022,26.1,57.1,29/9/2022
385,385,29/9/2022,26.1,57.0,29/9/2022
386,386,29/9/2022,26.1,57.0,29/9/2022
387,387,29/9/2022,26.1,57.0,29/9/2022
388,388,29/9/2022,26.1,57.0,29/9/2022
389,389,29/9/2022,26.1,57.0,29/9/2022
390,390,29/9/2022,26.1,57.0,29/9/2022
391,391,29/9/2022,26.1,57.1,29/9/2022
392,392,29/9/2022,26.2,57.2,29/9/2022
393,393,29/9/2022,26.2,57.1,29/9/2022
394,394,29/9/2022,26.2,57.1,29/9/2022
395,395,29/9/2022,26.1,57.2,29/9/2022
396,396,29/9/2022,26.2,57.2,29/9/2022
397,397,29/9/2022,26.2,57.1,29/9/2022
398,398,29/9/2022,26.2,57.1,29/9/2022
399,399,29/9/2022,26.2,56.9,29/9/2022
400,400,29/9/2022,26.2,56.6,29/9/2022
401,401,29/9/2022,26.2,56.4,29/9/2022
402,402,29/9/2022,26.2,56.4,29/9/2022
403,403,29/9/2022,26.2,56.2,29/9/2022
404,404,29/9/2022,26.2,56.1,29/9/2022
405,405,29/9/2022,26.1,55.9,29/9/2022
406,406,29/9/2022,26.1,55.9,29/9/2022
407,407,29/9/2022,26.1,56.0,29/9/2022
408,408,29/9/2022,26.1,56.1,29/9/2022
409,409,29/9/2022,26.0,56.3,29/9/2022
410,410,29/9/2022,25.9,56.4,29/9/2022
411,411,29/9/2022,25.9,56.5,29/9/2022
412,412,29/9/2022,25.9,56.6,29/9/2022
413,413,29/9/2022,25.9,56.7,29/9/2022
414,414,29/9/2022,25.9,56.9,29/9/2022
415,415,29/9/2022,25.9,57.0,29/9/2022
416,416,29/9/2022,25.9,57.0,29/9/2022
417,417,29/9/2022,25.9,57.0,29/9/2022
418,418,29/9/2022,25.9,57.0,29/9/2022
419,419,29/9/2022,25.9,57.1,29/9/2022
420,420,29/9/2022,25.9,57.1,29/9/2022
421,421,29/9/2022,25.9,57.0,29/9/2022
422,422,29/9/2022,25.9,57.0,29/9/2022
423,423,29/9/2022,25.9,57.1,29/9/2022
424,424,29/9/2022,25.9,57.2,29/9/2022
425,425,29/9/2022,25.8,57.2,29/9/2022
426,426,29/9/2022,25.9,57.3,29/9/2022
427,427,29/9/2022,25.9,57.4,29/9/2022
428,428,29/9/2022,25.8,57.4,29/9/2022
429,429,29/9/2022,25.8,57.6,29/9/2022
430,430,29/9/2022,25.8,57.6,29/9/2022
431,431,29/9/2022,25.7,57.7,29/9/2022
432,432,29/9/2022,25.7,57.8,29/9/2022
433,433,29/9/2022,25.7,57.7,29/9/2022
434,434,29/9/2022,25.7,57.6,29/9/2022
435,435,29/9/2022,25.7,57.6,29/9/2022
436,436,29/9/2022,25.7,57.8,29/9/2022
437,437,29/9/2022,25.7,57.9,29/9/2022
438,438,29/9/2022,25.6,57.9,29/9/2022
439,439,29/9/2022,25.6,58.0,29/9/2022
440,440,29/9/2022,25.5,58.0,29/9/2022
441,441,29/9/2022,25.6,58.2,29/9/2022
442,442,29/9/2022,25.5,58.2,29/9/2022
443,443,29/9/2022,25.5,58.4,29/9/2022
444,444,29/9/2022,25.5,58.5,29/9/2022
445,445,29/9/2022,25.5,58.4,29/9/2022
446,446,29/9/2022,25.5,57.6,29/9/2022
447,447,29/9/2022,25.4,56.7,29/9/2022
448,448,29/9/2022,25.4,56.8,29/9/2022
449,449,29/9/2022,25.4,56.8,29/9/2022
450,450,29/9/2022,25.4,56.6,29/9/2022
451,451,29/9/2022,25.4,56.6,29/9/2022
452,452,29/9/2022,25.4,56.9,29/9/2022
453,453,29/9/2022,25.3,57.7,29/9/2022
454,454,29/9/2022,25.3,58.0,29/9/2022
455,455,29/9/2022,25.3,57.5,29/9/2022
456,456,29/9/2022,25.3,57.5,29/9/2022
457,457,29/9/2022,25.3,57.7,29/9/2022
458,458,29/9/2022,25.2,57.8,29/9/2022
459,459,29/9/2022,25.2,57.9,29/9/2022
460,460,29/9/2022,25.2,58.2,29/9/2022
461,461,29/9/2022,25.2,58.3,29/9/2022
462,462,29/9/2022,25.2,58.4,29/9/2022
463,463,29/9/2022,25.2,58.5,29/9/2022
464,464,29/9/2022,25.2,58.5,29/9/2022
465,465,29/9/2022,25.2,58.6,29/9/2022
466,466,29/9/2022,25.2,58.6,29/9/2022
467,467,29/9/2022,25.2,58.7,29/9/2022
468,468,29/9/2022,25.1,58.7,29/9/2022
469,469,29/9/2022,25.2,58.7,29/9/2022
470,470,29/9/2022,25.1,58.5,29/9/2022
471,471,29/9/2022,25.1,58.0,29/9/2022
472,472,29/9/2022,25.1,57.9,29/9/2022
473,473,29/9/2022,25.1,57.9,29/9/2022
474,474,29/9/2022,25.1,57.9,29/9/2022
475,475,29/9/2022,25.1,57.8,29/9/2022
476,476,29/9/2022,25.1,57.7,29/9/2022
477,477,29/9/2022,25.1,57.6,29/9/2022
478,478,29/9/2022,25.1,57.5,29/9/2022
479,479,29/9/2022,25.1,57.7,29/9/2022
480,480,29/9/2022,25.1,57.9,29/9/2022
481,481,29/9/2022,25.1,58.0,29/9/2022
482,482,29/9/2022,25.1,57.9,29/9/2022
483,483,29/9/2022,25.1,57.7,29/9/2022
484,484,29/9/2022,25.1,57.5,29/9/2022
485,485,29/9/2022,25.1,57.4,29/9/2022
486,486,29/9/2022,25.1,57.4,29/9/2022
487,487,29/9/2022,25.1,57.5,29/9/2022
488,488,29/9/2022,25.1,57.6,29/9/2022
489,489,29/9/2022,25.1,57.6,29/9/2022
490,490,29/9/2022,25.2,57.6,29/9/2022
491,491,29/9/2022,25.2,57.4,29/9/2022
492,492,29/9/2022,25.2,57.3,29/9/2022
493,493,29/9/2022,25.3,57.5,29/9/2022
494,494,29/9/2022,25.3,57.6,29/9/2022
495,495,29/9/2022,25.3,57.7,29/9/2022
496,496,29/9/2022,25.3,57.7,29/9/2022
497,497,29/9/2022,25.3,57.8,29/9/2022
498,498,29/9/2022,25.3,57.8,29/9/2022
499,499,29/9/2022,25.3,57.9,29/9/2022
500,500,29/9/2022,25.3,57.9,29/9/2022
501,501,29/9/2022,25.3,58.0,29/9/2022
502,502,29/9/2022,25.3,57.8,29/9/2022
503,503,29/9/2022,25.3,57.7,29/9/2022
504,504,29/9/2022,25.3,57.3,29/9/2022
505,505,29/9/2022,25.3,57.2,29/9/2022
506,506,29/9/2022,25.3,57.0,29/9/2022
507,507,29/9/2022,25.2,56.9,29/9/2022
508,508,29/9/2022,25.3,56.9,29/9/2022
509,509,29/9/2022,25.2,56.9,29/9/2022
510,510,29/9/2022,25.2,57.0,29/9/2022
511,511,29/9/2022,25.2,57.1,29/9/2022
512,512,29/9/2022,25.2,57.0,29/9/2022
513,513,29/9/2022,25.2,56.8,29/9/2022
514,514,29/9/2022,25.2,56.7,29/9/2022
515,515,29/9/2022,25.2,56.7,29/9/2022
516,516,29/9/2022,25.2,56.8,29/9/2022
517,517,29/9/2022,25.1,56.8,29/9/2022
518,518,29/9/2022,25.1,56.9,29/9/2022
519,519,29/9/2022,25.0,57.0,29/9/2022
520,520,29/9/2022,25.1,57.1,29/9/2022
521,521,29/9/2022,25.0,57.0,29/9/2022
522,522,29/9/2022,25.0,57.2,29/9/2022
523,523,29/9/2022,25.1,57.3,29/9/2022
524,524,29/9/2022,25.1,57.4,29/9/2022
525,525,29/9/2022,25.1,57.4,29/9/2022
526,526,29/9/2022,25.1,57.6,29/9/2022
527,527,29/9/2022,25.1,57.7,29/9/2022
528,528,29/9/2022,25.0,57.7,29/9/2022
529,529,29/9/2022,25.1,57.8,29/9/2022
530,530,29/9/2022,25.1,57.7,29/9/2022
531,531,29/9/2022,25.1,57.4,29/9/2022
532,532,29/9/2022,25.0,57.2,29/9/2022
533,533,29/9/2022,25.0,57.0,29/9/2022
534,534,29/9/2022,24.9,56.9,29/9/2022
