,Year,Month,Day,Hour,Minute,GHI,Cloud Type,Surface Albedo
258,2020,1,11,18,0,8,4,0.16
271,2020,1,12,7,0,118,0,0.16
272,2020,1,12,8,0,20,3,0.16
273,2020,1,12,9,0,594,0,0.16
274,2020,1,12,10,0,774,0,0.16
275,2020,1,12,11,0,902,0,0.16
276,2020,1,12,12,0,527,3,0.16
277,2020,1,12,13,0,934,1,0.16
278,2020,1,12,14,0,631,3,0.16
279,2020,1,12,15,0,416,3,0.16
280,2020,1,12,16,0,458,0,0.16
281,2020,1,12,17,0,219,1,0.16
282,2020,1,12,18,0,20,1,0.16
295,2020,1,13,7,0,118,0,0.16
296,2020,1,13,8,0,362,0,0.16
297,2020,1,13,9,0,598,0,0.16
298,2020,1,13,10,0,785,0,0.16
299,2020,1,13,11,0,915,0,0.16
300,2020,1,13,12,0,972,0,0.16
301,2020,1,13,13,0,950,0,0.16
302,2020,1,13,14,0,512,3,0.16
303,2020,1,13,15,0,683,0,0.16
304,2020,1,13,16,0,466,0,0.16
305,2020,1,13,17,0,224,1,0.16
306,2020,1,13,18,0,10,4,0.16
319,2020,1,14,7,0,116,0,0.16
320,2020,1,14,8,0,290,7,0.16
321,2020,1,14,9,0,572,7,0.16
322,2020,1,14,10,0,780,1,0.16
323,2020,1,14,11,0,685,3,0.16
324,2020,1,14,12,0,684,3,0.16
325,2020,1,14,13,0,640,3,0.16
326,2020,1,14,14,0,467,3,0.16
327,2020,1,14,15,0,370,3,0.16
328,2020,1,14,16,0,319,3,0.16
329,2020,1,14,17,0,94,3,0.16
330,2020,1,14,18,0,10,3,0.16
343,2020,1,15,7,0,116,0,0.16
344,2020,1,15,8,0,358,0,0.16
345,2020,1,15,9,0,592,0,0.16
346,2020,1,15,10,0,657,7,0.16
347,2020,1,15,11,0,792,7,0.16
348,2020,1,15,12,0,726,4,0.16
349,2020,1,15,13,0,843,7,0.16
350,2020,1,15,14,0,666,7,0.16
351,2020,1,15,15,0,553,7,0.16
352,2020,1,15,16,0,380,7,0.16
353,2020,1,15,17,0,119,3,0.16
354,2020,1,15,18,0,19,0,0.16
367,2020,1,16,7,0,119,0,0.16
368,2020,1,16,8,0,366,0,0.16
369,2020,1,16,9,0,602,0,0.16
370,2020,1,16,10,0,795,0,0.16
371,2020,1,16,11,0,927,0,0.16
372,2020,1,16,12,0,985,0,0.16
373,2020,1,16,13,0,961,0,0.16
374,2020,1,16,14,0,863,0,0.16
375,2020,1,16,15,0,697,0,0.16
376,2020,1,16,16,0,478,0,0.16
377,2020,1,16,17,0,234,0,0.16
378,2020,1,16,18,0,24,0,0.16
391,2020,1,17,7,0,114,0,0.16
392,2020,1,17,8,0,355,0,0.16
393,2020,1,17,9,0,592,0,0.16
394,2020,1,17,10,0,780,0,0.16
395,2020,1,17,11,0,911,0,0.16
396,2020,1,17,12,0,970,0,0.16
397,2020,1,17,13,0,950,0,0.16
398,2020,1,17,14,0,848,3,0.16
399,2020,1,17,15,0,691,0,0.16
400,2020,1,17,16,0,474,0,0.16
401,2020,1,17,17,0,232,0,0.16
402,2020,1,17,18,0,25,0,0.16
415,2020,1,18,7,0,115,0,0.16
416,2020,1,18,8,0,358,0,0.16
417,2020,1,18,9,0,594,0,0.16
418,2020,1,18,10,0,785,0,0.16
419,2020,1,18,11,0,918,1,0.16
420,2020,1,18,12,0,977,0,0.16
421,2020,1,18,13,0,952,0,0.16
422,2020,1,18,14,0,855,0,0.16
423,2020,1,18,15,0,689,0,0.16
424,2020,1,18,16,0,471,0,0.16
425,2020,1,18,17,0,76,4,0.16
426,2020,1,18,18,0,19,7,0.16
439,2020,1,19,7,0,90,3,0.16
440,2020,1,19,8,0,355,0,0.16
441,2020,1,19,9,0,593,0,0.16
442,2020,1,19,10,0,781,0,0.16
443,2020,1,19,11,0,911,0,0.16
444,2020,1,19,12,0,969,0,0.16
445,2020,1,19,13,0,941,0,0.16
446,2020,1,19,14,0,845,0,0.16
447,2020,1,19,15,0,491,3,0.16
448,2020,1,19,16,0,301,3,0.16
449,2020,1,19,17,0,227,1,0.16
450,2020,1,19,18,0,10,4,0.16
463,2020,1,20,7,0,59,4,0.16
464,2020,1,20,8,0,89,6,0.16
465,2020,1,20,9,0,246,6,0.16
466,2020,1,20,10,0,544,7,0.16
467,2020,1,20,11,0,615,7,0.16
468,2020,1,20,12,0,898,7,0.16
469,2020,1,20,13,0,465,8,0.16
470,2020,1,20,14,0,371,3,0.16
471,2020,1,20,15,0,175,4,0.16
472,2020,1,20,16,0,132,8,0.16
473,2020,1,20,17,0,31,4,0.16
474,2020,1,20,18,0,7,4,0.16
487,2020,1,21,7,0,11,6,0.16
488,2020,1,21,8,0,29,6,0.16
489,2020,1,21,9,0,153,7,0.16
490,2020,1,21,10,0,292,4,0.16
491,2020,1,21,11,0,271,8,0.16
492,2020,1,21,12,0,296,4,0.16
493,2020,1,21,13,0,402,4,0.16
494,2020,1,21,14,0,226,8,0.16
495,2020,1,21,15,0,103,8,0.16
496,2020,1,21,16,0,134,8,0.16
497,2020,1,21,17,0,80,8,0.16
498,2020,1,21,18,0,9,8,0.16
511,2020,1,22,7,0,33,4,0.16
512,2020,1,22,8,0,122,4,0.16
513,2020,1,22,9,0,363,4,0.16
514,2020,1,22,10,0,341,4,0.16
515,2020,1,22,11,0,213,4,0.16
516,2020,1,22,12,0,288,4,0.16
517,2020,1,22,13,0,589,4,0.16
518,2020,1,22,14,0,347,4,0.16
519,2020,1,22,15,0,220,4,0.16
520,2020,1,22,16,0,85,4,0.16
521,2020,1,22,17,0,63,4,0.16
522,2020,1,22,18,0,31,1,0.16
535,2020,1,23,7,0,114,1,0.16
536,2020,1,23,8,0,360,0,0.16
537,2020,1,23,9,0,598,1,0.16
538,2020,1,23,10,0,787,0,0.16
539,2020,1,23,11,0,921,0,0.16
540,2020,1,23,12,0,523,3,0.16
541,2020,1,23,13,0,374,3,0.16
542,2020,1,23,14,0,337,4,0.16
543,2020,1,23,15,0,387,3,0.16
544,2020,1,23,16,0,80,4,0.16
545,2020,1,23,17,0,5,6,0.16
546,2020,1,23,18,0,30,0,0.16
559,2020,1,24,7,0,47,7,0.16
560,2020,1,24,8,0,253,7,0.16
561,2020,1,24,9,0,446,7,0.16
562,2020,1,24,10,0,609,7,0.16
563,2020,1,24,11,0,674,7,0.16
564,2020,1,24,12,0,669,7,0.16
565,2020,1,24,13,0,666,7,0.16
566,2020,1,24,14,0,661,7,0.16
567,2020,1,24,15,0,357,7,0.16
568,2020,1,24,16,0,182,4,0.16
569,2020,1,24,17,0,45,7,0.16
570,2020,1,24,18,0,24,7,0.16
583,2020,1,25,7,0,102,0,0.16
584,2020,1,25,8,0,337,1,0.16
585,2020,1,25,9,0,276,3,0.16
586,2020,1,25,10,0,575,3,0.16
587,2020,1,25,11,0,863,7,0.16
588,2020,1,25,12,0,917,7,0.16
589,2020,1,25,13,0,706,7,0.16
590,2020,1,25,14,0,555,8,0.16
591,2020,1,25,15,0,196,7,0.16
592,2020,1,25,16,0,11,6,0.16
593,2020,1,25,17,0,5,6,0.16
594,2020,1,25,18,0,18,4,0.16
607,2020,1,26,7,0,28,7,0.16
608,2020,1,26,8,0,13,4,0.16
609,2020,1,26,9,0,385,3,0.16
610,2020,1,26,10,0,218,3,0.16
611,2020,1,26,11,0,887,0,0.16
612,2020,1,26,12,0,954,0,0.16
613,2020,1,26,13,0,938,1,0.16
614,2020,1,26,14,0,547,3,0.16
615,2020,1,26,15,0,689,0,0.16
616,2020,1,26,16,0,476,0,0.16
