Fecha; Temperatura (°C); Humedad (%); Iluminacion
29/9/2022 10:50; 27.7°C; 48.8%; 92
29/9/2022 10:50; 27.7°C; 48.8%; 86
29/9/2022 10:50; 27.7°C; 48.8%; 91
29/9/2022 10:50; 27.7°C; 48.7%; 92
29/9/2022 10:50; 27.7°C; 48.7%; 91
29/9/2022 10:51; 27.7°C; 48.7%; 88
29/9/2022 10:51; 27.7°C; 48.9%; 90
29/9/2022 10:51; 27.6°C; 49.0%; 93
29/9/2022 10:51; 27.7°C; 49.0%; 88
29/9/2022 10:51; 27.7°C; 49.0%; 84
29/9/2022 10:51; 27.7°C; 48.8%; 88
29/9/2022 10:51; 27.7°C; 48.7%; 89
29/9/2022 10:51; 27.7°C; 48.9%; 89
29/9/2022 10:51; 27.8°C; 49.0%; 64
29/9/2022 10:51; 27.8°C; 48.8%; 74
29/9/2022 10:52; 27.7°C; 48.9%; 89
29/9/2022 10:52; 27.8°C; 48.9%; 85
29/9/2022 10:52; 27.8°C; 48.8%; 90
29/9/2022 10:52; 27.8°C; 48.7%; 93
29/9/2022 10:52; 27.9°C; 48.8%; 89
29/9/2022 10:52; 27.9°C; 49.1%; 77
29/9/2022 10:52; 27.9°C; 49.3%; 81
29/9/2022 10:52; 27.8°C; 49.5%; 96
29/9/2022 10:52; 27.9°C; 49.4%; 96
29/9/2022 10:52; 27.9°C; 49.4%; 95
29/9/2022 10:53; 28.0°C; 49.5%; 93
29/9/2022 10:53; 27.9°C; 49.3%; 97
29/9/2022 10:53; 28.0°C; 49.5%; 96
29/9/2022 10:53; 28.0°C; 49.4%; 96
29/9/2022 10:53; 28.0°C; 49.3%; 96
29/9/2022 10:53; 28.0°C; 49.3%; 93
29/9/2022 10:53; 28.1°C; 49.5%; 95
29/9/2022 10:53; 28.0°C; 49.4%; 92
29/9/2022 10:53; 28.1°C; 49.3%; 97
29/9/2022 10:53; 28.1°C; 49.3%; 92
29/9/2022 10:54; 28.1°C; 49.4%; 92
29/9/2022 10:54; 28.1°C; 49.4%; 89
29/9/2022 10:54; 28.2°C; 49.5%; 90
29/9/2022 10:54; 28.2°C; 49.4%; 91
29/9/2022 10:54; 28.2°C; 49.4%; 87
29/9/2022 10:54; 28.2°C; 49.4%; 90
29/9/2022 10:54; 28.2°C; 49.3%; 87
29/9/2022 10:54; 28.2°C; 49.2%; 89
29/9/2022 10:54; 28.2°C; 49.0%; 89
29/9/2022 10:54; 28.2°C; 48.9%; 87
29/9/2022 10:55; 28.3°C; 48.9%; 85
29/9/2022 10:55; 28.3°C; 48.7%; 85
29/9/2022 10:55; 28.3°C; 48.5%; 81
29/9/2022 10:55; 28.3°C; 48.4%; 82
29/9/2022 10:55; 28.3°C; 48.5%; 81
29/9/2022 10:55; 28.3°C; 48.5%; 82
29/9/2022 10:55; 28.3°C; 48.6%; 81
29/9/2022 10:55; 28.3°C; 48.7%; 80
29/9/2022 10:55; 28.3°C; 48.9%; 81
29/9/2022 10:55; 28.3°C; 49.0%; 78
29/9/2022 10:56; 28.3°C; 49.0%; 80
29/9/2022 10:56; 28.4°C; 49.2%; 80
29/9/2022 10:56; 28.3°C; 49.2%; 77
29/9/2022 10:56; 28.3°C; 49.2%; 79
29/9/2022 10:56; 28.3°C; 49.2%; 77
29/9/2022 10:56; 28.3°C; 49.3%; 78
29/9/2022 10:56; 28.3°C; 49.2%; 79
29/9/2022 10:56; 28.4°C; 49.1%; 78
29/9/2022 10:56; 28.3°C; 49.0%; 76
29/9/2022 10:56; 28.4°C; 49.0%; 77
29/9/2022 10:57; 28.4°C; 49.0%; 78
29/9/2022 10:57; 28.4°C; 49.0%; 78
29/9/2022 10:57; 28.3°C; 49.0%; 77
29/9/2022 10:57; 28.3°C; 49.0%; 77
29/9/2022 10:57; 28.4°C; 48.9%; 75
29/9/2022 10:57; 28.4°C; 48.8%; 76
29/9/2022 10:57; 28.4°C; 48.7%; 78
29/9/2022 10:57; 28.4°C; 48.7%; 78
29/9/2022 10:57; 28.4°C; 48.9%; 77
29/9/2022 10:57; 28.4°C; 48.9%; 77
29/9/2022 10:58; 28.4°C; 48.8%; 76
29/9/2022 10:58; 28.4°C; 48.8%; 76
29/9/2022 10:58; 28.3°C; 48.8%; 78
29/9/2022 10:58; 28.3°C; 48.9%; 77
29/9/2022 10:58; 28.3°C; 49.0%; 77
29/9/2022 10:58; 28.3°C; 49.0%; 77
29/9/2022 10:58; 28.4°C; 49.0%; 78
29/9/2022 10:58; 28.4°C; 49.0%; 76
29/9/2022 10:58; 28.4°C; 49.0%; 77
29/9/2022 10:58; 28.4°C; 49.0%; 76
29/9/2022 10:59; 28.4°C; 49.0%; 75
29/9/2022 10:59; 28.4°C; 49.0%; 76
29/9/2022 10:59; 28.4°C; 49.0%; 78
29/9/2022 10:59; 28.4°C; 49.1%; 76
29/9/2022 10:59; 28.4°C; 49.2%; 72
29/9/2022 10:59; 28.4°C; 49.2%; 72
29/9/2022 10:59; 28.3°C; 49.2%; 72
29/9/2022 10:59; 28.3°C; 49.2%; 72
29/9/2022 10:59; 28.4°C; 49.3%; 73
29/9/2022 10:59; 28.3°C; 49.2%; 72
29/9/2022 11:0; 28.3°C; 49.1%; 72
29/9/2022 11:0; 28.3°C; 49.1%; 73
29/9/2022 11:0; 28.3°C; 49.2%; 71
29/9/2022 11:0; 28.3°C; 49.1%; 73
29/9/2022 11:0; 28.3°C; 49.1%; 72
29/9/2022 11:0; 28.3°C; 49.1%; 71
29/9/2022 11:0; 28.3°C; 49.1%; 71
29/9/2022 11:0; 28.3°C; 49.1%; 70
29/9/2022 11:0; 28.3°C; 49.1%; 72
29/9/2022 11:0; 28.3°C; 49.1%; 72
29/9/2022 11:1; 28.2°C; 49.1%; 70
29/9/2022 11:1; 28.2°C; 49.2%; 70
29/9/2022 11:1; 28.2°C; 49.2%; 72
29/9/2022 11:1; 28.2°C; 49.0%; 72
29/9/2022 11:1; 28.2°C; 49.0%; 73
29/9/2022 11:1; 28.2°C; 49.0%; 72
29/9/2022 11:1; 28.1°C; 49.0%; 73
29/9/2022 11:1; 28.1°C; 49.0%; 70
29/9/2022 11:1; 28.1°C; 49.0%; 72
29/9/2022 11:1; 28.2°C; 49.0%; 72
29/9/2022 11:2; 28.1°C; 48.9%; 73
29/9/2022 11:2; 28.1°C; 48.9%; 73
29/9/2022 11:2; 28.1°C; 48.8%; 73
29/9/2022 11:2; 28.0°C; 48.8%; 73
29/9/2022 11:2; 28.0°C; 48.9%; 75
29/9/2022 11:2; 28.0°C; 49.0%; 74
29/9/2022 11:2; 28.1°C; 49.1%; 73
29/9/2022 11:2; 28.1°C; 49.2%; 73
29/9/2022 11:2; 28.1°C; 49.2%; 73
29/9/2022 11:2; 28.1°C; 49.3%; 74
29/9/2022 11:3; 28.1°C; 49.3%; 74
29/9/2022 11:3; 28.1°C; 49.3%; 72
29/9/2022 11:3; 28.1°C; 49.3%; 72
29/9/2022 11:3; 28.2°C; 49.5%; 73
29/9/2022 11:3; 28.1°C; 49.6%; 73
29/9/2022 11:3; 28.1°C; 49.6%; 73
29/9/2022 11:3; 28.1°C; 49.6%; 72
29/9/2022 11:3; 28.1°C; 49.6%; 73
29/9/2022 11:3; 28.1°C; 49.6%; 70
29/9/2022 11:3; 28.1°C; 49.7%; 70
29/9/2022 11:4; 28.1°C; 49.7%; 73
29/9/2022 11:4; 28.1°C; 49.6%; 72
29/9/2022 11:4; 28.1°C; 49.6%; 72
29/9/2022 11:4; 28.1°C; 49.5%; 71
29/9/2022 11:4; 28.1°C; 49.5%; 70
29/9/2022 11:4; 28.1°C; 49.5%; 70
29/9/2022 11:4; 28.1°C; 49.4%; 70
29/9/2022 11:4; 28.1°C; 49.2%; 71
29/9/2022 11:4; 28.1°C; 49.1%; 70
29/9/2022 11:4; 28.1°C; 49.1%; 70
29/9/2022 11:5; 28.1°C; 49.1%; 73
29/9/2022 11:5; 28.1°C; 49.4%; 72
29/9/2022 11:5; 28.1°C; 49.3%; 73
29/9/2022 11:5; 28.1°C; 49.3%; 72
29/9/2022 11:5; 28.1°C; 49.7%; 74
29/9/2022 11:5; 28.1°C; 49.6%; 74
29/9/2022 11:5; 28.1°C; 49.4%; 73
29/9/2022 11:5; 28.1°C; 49.3%; 73
29/9/2022 11:5; 28.1°C; 49.3%; 72
29/9/2022 11:5; 28.1°C; 49.2%; 73
29/9/2022 11:6; 28.1°C; 49.2%; 76
29/9/2022 11:6; 28.1°C; 49.2%; 74
29/9/2022 11:6; 28.0°C; 49.2%; 74
29/9/2022 11:6; 28.0°C; 49.2%; 74
29/9/2022 11:6; 28.0°C; 49.1%; 76
29/9/2022 11:6; 28.0°C; 49.1%; 74
29/9/2022 11:6; 28.0°C; 49.1%; 75
29/9/2022 11:6; 28.0°C; 49.1%; 75
29/9/2022 11:6; 28.0°C; 49.0%; 76
29/9/2022 11:6; 28.0°C; 48.9%; 76
29/9/2022 11:7; 28.0°C; 49.0%; 77
29/9/2022 11:7; 28.0°C; 49.1%; 76
29/9/2022 11:7; 28.0°C; 49.1%; 75
29/9/2022 11:7; 28.0°C; 49.1%; 77
29/9/2022 11:7; 28.0°C; 49.0%; 76
29/9/2022 11:7; 28.0°C; 48.9%; 75
29/9/2022 11:7; 28.0°C; 48.9%; 77
29/9/2022 11:7; 28.0°C; 48.9%; 76
29/9/2022 11:7; 28.0°C; 48.8%; 75
29/9/2022 11:7; 28.0°C; 48.8%; 79
29/9/2022 11:8; 28.0°C; 48.7%; 77
29/9/2022 11:8; 28.0°C; 48.8%; 77
29/9/2022 11:8; 28.0°C; 48.8%; 77
29/9/2022 11:8; 28.0°C; 48.9%; 77
29/9/2022 11:8; 28.0°C; 48.9%; 75
29/9/2022 11:8; 28.0°C; 49.0%; 76
29/9/2022 11:8; 28.0°C; 49.1%; 76
29/9/2022 11:8; 28.0°C; 49.1%; 77
29/9/2022 11:8; 28.0°C; 49.1%; 77
29/9/2022 11:8; 28.0°C; 49.0%; 76
29/9/2022 11:9; 28.0°C; 49.0%; 76
29/9/2022 11:9; 28.0°C; 49.0%; 77
29/9/2022 11:9; 28.0°C; 48.9%; 77
29/9/2022 11:9; 28.0°C; 48.9%; 75
29/9/2022 11:9; 28.0°C; 49.0%; 74
29/9/2022 11:9; 27.9°C; 48.9%; 75
29/9/2022 11:9; 27.9°C; 49.0%; 74
29/9/2022 11:9; 27.9°C; 49.1%; 75
29/9/2022 11:9; 27.9°C; 49.2%; 75
29/9/2022 11:9; 27.9°C; 49.2%; 75
29/9/2022 11:10; 27.9°C; 49.2%; 76
29/9/2022 11:10; 27.8°C; 49.2%; 76
29/9/2022 11:10; 27.8°C; 49.2%; 76
29/9/2022 11:10; 27.8°C; 49.2%; 75
29/9/2022 11:10; 27.8°C; 49.2%; 74
29/9/2022 11:10; 27.8°C; 49.3%; 77
29/9/2022 11:10; 27.8°C; 49.3%; 77
29/9/2022 11:10; 27.8°C; 49.3%; 76
29/9/2022 11:10; 27.8°C; 49.3%; 76
29/9/2022 11:10; 27.9°C; 49.4%; 76
29/9/2022 11:11; 27.8°C; 49.4%; 79
29/9/2022 11:11; 27.8°C; 49.6%; 77
29/9/2022 11:11; 27.9°C; 49.8%; 77
29/9/2022 11:11; 27.8°C; 49.9%; 78
29/9/2022 11:11; 27.8°C; 50.0%; 77
29/9/2022 11:11; 27.9°C; 50.2%; 79
29/9/2022 11:11; 27.9°C; 50.2%; 79
29/9/2022 11:11; 27.9°C; 50.3%; 78
29/9/2022 11:11; 27.9°C; 50.4%; 79
29/9/2022 11:11; 27.9°C; 50.5%; 80
29/9/2022 11:12; 27.9°C; 50.4%; 79
29/9/2022 11:12; 27.9°C; 50.2%; 80
29/9/2022 11:12; 27.9°C; 50.1%; 80
29/9/2022 11:12; 27.9°C; 50.1%; 79
29/9/2022 11:12; 27.9°C; 50.1%; 80
29/9/2022 11:12; 27.9°C; 50.3%; 81
29/9/2022 11:12; 27.9°C; 50.4%; 80
29/9/2022 11:12; 27.9°C; 50.4%; 80
29/9/2022 11:12; 27.9°C; 50.3%; 79
29/9/2022 11:12; 27.9°C; 50.3%; 81
29/9/2022 11:13; 27.9°C; 50.2%; 82
29/9/2022 11:13; 27.9°C; 50.0%; 82
29/9/2022 11:13; 27.9°C; 50.1%; 84
29/9/2022 11:13; 27.9°C; 50.0%; 81
29/9/2022 11:13; 27.9°C; 50.0%; 83
29/9/2022 11:13; 28.0°C; 50.0%; 86
29/9/2022 11:13; 28.0°C; 49.9%; 85
29/9/2022 11:13; 28.0°C; 49.8%; 82
29/9/2022 11:13; 28.0°C; 49.6%; 84
29/9/2022 11:13; 28.0°C; 49.6%; 84
29/9/2022 11:14; 28.0°C; 49.6%; 83
29/9/2022 11:14; 28.0°C; 49.5%; 84
29/9/2022 11:14; 28.1°C; 49.5%; 85
29/9/2022 11:14; 28.0°C; 49.3%; 86
29/9/2022 11:14; 28.1°C; 49.3%; 81
29/9/2022 11:14; 28.1°C; 49.3%; 85
29/9/2022 11:14; 28.2°C; 49.3%; 86
29/9/2022 11:14; 28.2°C; 49.3%; 83
29/9/2022 11:14; 28.2°C; 49.3%; 86
29/9/2022 11:14; 28.2°C; 49.3%; 85
29/9/2022 11:15; 28.2°C; 49.3%; 84
29/9/2022 11:15; 28.3°C; 49.4%; 87
29/9/2022 11:15; 28.3°C; 49.5%; 86
29/9/2022 11:15; 28.3°C; 49.5%; 85
29/9/2022 11:15; 28.3°C; 49.5%; 87
29/9/2022 11:15; 28.3°C; 49.5%; 87
29/9/2022 11:15; 28.3°C; 49.4%; 85
29/9/2022 11:15; 28.2°C; 49.3%; 86
29/9/2022 11:15; 28.2°C; 49.5%; 85
29/9/2022 11:15; 28.2°C; 49.6%; 89
29/9/2022 11:16; 28.2°C; 49.8%; 87
29/9/2022 11:16; 28.2°C; 49.7%; 86
29/9/2022 11:16; 28.2°C; 49.7%; 85
29/9/2022 11:16; 28.2°C; 49.7%; 88
29/9/2022 11:16; 28.2°C; 49.6%; 90
29/9/2022 11:16; 28.2°C; 49.6%; 87
29/9/2022 11:16; 28.2°C; 49.6%; 85
29/9/2022 11:16; 28.3°C; 49.9%; 85
29/9/2022 11:16; 28.2°C; 50.0%; 89
29/9/2022 11:16; 28.2°C; 50.0%; 90
29/9/2022 11:17; 28.3°C; 50.0%; 90
29/9/2022 11:17; 28.3°C; 49.9%; 91
29/9/2022 11:17; 28.3°C; 49.8%; 91
29/9/2022 11:17; 28.3°C; 49.6%; 91
29/9/2022 11:17; 28.3°C; 49.6%; 89
29/9/2022 11:17; 28.3°C; 49.5%; 91
29/9/2022 11:17; 28.4°C; 49.6%; 89
29/9/2022 11:17; 28.4°C; 49.6%; 91
29/9/2022 11:17; 28.4°C; 49.5%; 89
29/9/2022 11:17; 28.4°C; 49.4%; 92
29/9/2022 11:18; 28.5°C; 49.3%; 92
29/9/2022 11:18; 28.5°C; 49.3%; 90
29/9/2022 11:18; 28.5°C; 49.3%; 91
29/9/2022 11:18; 28.6°C; 49.3%; 92
29/9/2022 11:18; 28.6°C; 49.3%; 96
29/9/2022 11:18; 28.6°C; 49.5%; 91
29/9/2022 11:18; 28.6°C; 49.4%; 73
29/9/2022 11:18; 28.7°C; 49.4%; 58
29/9/2022 11:18; 28.7°C; 49.4%; 59
29/9/2022 11:18; 28.7°C; 49.4%; 57
29/9/2022 11:19; 28.7°C; 49.3%; 56
29/9/2022 11:19; 28.7°C; 49.3%; 54
29/9/2022 11:19; 28.8°C; 49.2%; 60
29/9/2022 11:19; 28.8°C; 49.1%; 65
29/9/2022 11:19; 28.8°C; 48.9%; 52
29/9/2022 11:19; 28.8°C; 48.9%; 51
29/9/2022 11:19; 28.7°C; 48.7%; 64
29/9/2022 11:19; 28.8°C; 48.6%; 70
29/9/2022 11:19; 28.9°C; 48.4%; 78
29/9/2022 11:19; 28.9°C; 48.3%; 82
29/9/2022 11:20; 29.0°C; 48.2%; 97
29/9/2022 11:20; 29.0°C; 48.1%; 92
29/9/2022 11:20; 29.0°C; 48.1%; 97
29/9/2022 11:20; 29.0°C; 47.9%; 98
29/9/2022 11:20; 29.0°C; 47.9%; 97
29/9/2022 11:20; 29.1°C; 48.0%; 95
29/9/2022 11:20; 29.0°C; 47.7%; 100
29/9/2022 11:20; 29.0°C; 47.5%; 94
29/9/2022 11:20; 29.0°C; 47.5%; 93
29/9/2022 11:20; 29.0°C; 47.5%; 98
29/9/2022 11:21; 29.1°C; 47.8%; 95
29/9/2022 11:21; 29.1°C; 48.0%; 96
29/9/2022 11:21; 29.1°C; 47.9%; 95
29/9/2022 11:21; 29.1°C; 47.9%; 96
29/9/2022 11:21; 29.1°C; 47.8%; 97
29/9/2022 11:21; 29.1°C; 47.8%; 105
29/9/2022 11:21; 29.1°C; 47.9%; 106
29/9/2022 11:21; 29.1°C; 48.0%; 103
29/9/2022 11:21; 29.2°C; 48.0%; 108
29/9/2022 11:21; 29.2°C; 47.8%; 112
29/9/2022 11:22; 29.2°C; 48.0%; 106
29/9/2022 11:22; 29.2°C; 48.0%; 111
29/9/2022 11:22; 29.3°C; 47.9%; 107
29/9/2022 11:22; 29.3°C; 47.9%; 105
29/9/2022 11:22; 29.4°C; 47.8%; 106
29/9/2022 11:22; 29.4°C; 47.8%; 103
29/9/2022 11:22; 29.4°C; 47.6%; 102
29/9/2022 11:22; 29.4°C; 47.3%; 93
29/9/2022 11:22; 29.4°C; 47.1%; 93
29/9/2022 11:22; 29.5°C; 47.0%; 96
29/9/2022 11:23; 29.5°C; 47.1%; 97
29/9/2022 11:23; 29.5°C; 47.1%; 97
29/9/2022 11:23; 29.5°C; 46.9%; 103
29/9/2022 11:23; 29.5°C; 46.8%; 105
29/9/2022 11:23; 29.6°C; 46.8%; 102
29/9/2022 11:23; 29.6°C; 46.8%; 100
29/9/2022 11:23; 29.6°C; 46.4%; 95
29/9/2022 11:23; 29.6°C; 46.1%; 91
29/9/2022 11:23; 29.6°C; 46.0%; 91
29/9/2022 11:23; 29.6°C; 45.9%; 92
29/9/2022 11:24; 29.6°C; 45.9%; 92
29/9/2022 11:24; 29.6°C; 46.0%; 91
29/9/2022 11:24; 29.7°C; 46.0%; 89
29/9/2022 11:24; 29.7°C; 46.0%; 89
29/9/2022 11:24; 29.7°C; 45.9%; 89
29/9/2022 11:24; 29.7°C; 45.9%; 87
29/9/2022 11:24; 29.8°C; 46.0%; 77
29/9/2022 11:24; 29.8°C; 45.9%; 72
29/9/2022 11:24; 29.8°C; 45.9%; 79
29/9/2022 11:24; 29.9°C; 45.8%; 70
29/9/2022 11:25; 29.9°C; 45.7%; 79
29/9/2022 11:25; 29.9°C; 45.5%; 73
29/9/2022 11:25; 30.0°C; 45.5%; 95
29/9/2022 11:25; 29.9°C; 45.4%; 96
29/9/2022 11:25; 29.9°C; 45.6%; 97
29/9/2022 11:25; 29.9°C; 45.7%; 93
29/9/2022 11:25; 29.9°C; 45.7%; 95
29/9/2022 11:25; 29.9°C; 45.9%; 95
29/9/2022 11:25; 29.9°C; 45.8%; 95
29/9/2022 11:25; 29.9°C; 45.4%; 94
29/9/2022 11:26; 29.9°C; 44.9%; 94
29/9/2022 11:26; 29.8°C; 44.8%; 92
29/9/2022 11:26; 29.8°C; 44.9%; 91
29/9/2022 11:26; 29.7°C; 44.9%; 89
29/9/2022 11:26; 29.7°C; 45.0%; 89
29/9/2022 11:26; 29.7°C; 45.1%; 91
29/9/2022 11:26; 29.6°C; 45.2%; 89
29/9/2022 11:26; 29.5°C; 45.3%; 89
29/9/2022 11:26; 29.5°C; 45.5%; 89
29/9/2022 11:26; 29.5°C; 45.5%; 88
29/9/2022 11:27; 29.5°C; 45.7%; 88
29/9/2022 11:27; 29.4°C; 45.8%; 89
29/9/2022 11:27; 29.4°C; 45.9%; 88
29/9/2022 11:27; 29.4°C; 46.1%; 89
29/9/2022 11:27; 29.3°C; 46.1%; 88
29/9/2022 11:27; 29.3°C; 46.4%; 87
29/9/2022 11:27; 29.3°C; 47.4%; 86
29/9/2022 11:27; 29.2°C; 47.5%; 88
29/9/2022 11:27; 29.2°C; 47.5%; 85
29/9/2022 11:27; 29.2°C; 47.3%; 85
29/9/2022 11:28; 29.1°C; 47.2%; 85
29/9/2022 11:28; 29.1°C; 47.3%; 85
29/9/2022 11:28; 29.0°C; 47.4%; 87
29/9/2022 11:28; 29.0°C; 47.3%; 85
29/9/2022 11:28; 29.0°C; 47.3%; 85
29/9/2022 11:28; 28.9°C; 47.2%; 84
29/9/2022 11:28; 28.9°C; 47.2%; 84
29/9/2022 11:28; 28.9°C; 47.2%; 83
29/9/2022 11:28; 28.8°C; 47.2%; 85
29/9/2022 11:28; 28.8°C; 47.5%; 85
29/9/2022 11:29; 28.8°C; 47.2%; 83
29/9/2022 11:29; 28.7°C; 47.4%; 87
29/9/2022 11:29; 28.7°C; 47.6%; 86
29/9/2022 11:29; 28.7°C; 47.6%; 88
29/9/2022 11:29; 28.6°C; 47.9%; 85
29/9/2022 11:29; 28.6°C; 48.2%; 87
29/9/2022 11:29; 28.5°C; 48.3%; 85
29/9/2022 11:29; 28.5°C; 48.3%; 84
29/9/2022 11:29; 28.4°C; 48.1%; 84
29/9/2022 11:29; 28.4°C; 48.1%; 84
29/9/2022 11:30; 28.4°C; 48.2%; 84
29/9/2022 11:30; 28.4°C; 48.2%; 83
29/9/2022 11:30; 28.3°C; 48.2%; 86
29/9/2022 11:30; 28.3°C; 48.3%; 81
29/9/2022 11:30; 28.3°C; 48.4%; 82
29/9/2022 11:30; 28.4°C; 48.4%; 84
29/9/2022 11:30; 28.4°C; 48.5%; 81
29/9/2022 11:30; 28.4°C; 48.4%; 84
29/9/2022 11:30; 28.4°C; 48.3%; 83
29/9/2022 11:30; 28.4°C; 48.4%; 83
29/9/2022 11:31; 28.4°C; 48.6%; 81
29/9/2022 11:31; 28.4°C; 48.5%; 85
29/9/2022 11:31; 28.4°C; 48.2%; 84
29/9/2022 11:31; 28.4°C; 47.9%; 83
29/9/2022 11:31; 28.4°C; 47.9%; 84
29/9/2022 11:31; 28.4°C; 48.1%; 81
29/9/2022 11:31; 28.4°C; 48.4%; 84
29/9/2022 11:31; 28.4°C; 48.5%; 80
29/9/2022 11:31; 28.4°C; 48.6%; 82
29/9/2022 11:31; 28.3°C; 48.7%; 81
29/9/2022 11:32; 28.3°C; 48.9%; 84
29/9/2022 11:32; 28.3°C; 49.0%; 82
29/9/2022 11:32; 28.3°C; 48.9%; 83
29/9/2022 11:32; 28.3°C; 48.8%; 84
29/9/2022 11:32; 28.3°C; 48.8%; 83
29/9/2022 11:32; 28.4°C; 48.8%; 84
29/9/2022 11:32; 28.4°C; 48.9%; 83
29/9/2022 11:32; 28.4°C; 48.9%; 83
29/9/2022 11:32; 28.4°C; 48.9%; 85
29/9/2022 11:32; 28.4°C; 48.9%; 85
29/9/2022 11:33; 28.5°C; 48.9%; 82
29/9/2022 11:33; 28.5°C; 48.9%; 82
29/9/2022 11:33; 28.5°C; 48.9%; 83
29/9/2022 11:33; 28.5°C; 48.9%; 83
29/9/2022 11:33; 28.6°C; 48.9%; 82
29/9/2022 11:33; 28.6°C; 48.8%; 84
29/9/2022 11:33; 28.6°C; 48.7%; 84
29/9/2022 11:33; 28.6°C; 48.6%; 81
29/9/2022 11:33; 28.6°C; 48.1%; 83
29/9/2022 11:33; 28.6°C; 47.8%; 84
29/9/2022 11:34; 28.6°C; 47.7%; 83
29/9/2022 11:34; 28.6°C; 47.9%; 80
29/9/2022 11:34; 28.7°C; 48.2%; 84
29/9/2022 11:34; 28.6°C; 48.3%; 80
29/9/2022 11:34; 28.6°C; 48.0%; 82
29/9/2022 11:34; 28.6°C; 47.9%; 83
29/9/2022 11:34; 28.6°C; 47.9%; 83
29/9/2022 11:34; 28.5°C; 47.8%; 84
29/9/2022 11:34; 28.5°C; 47.8%; 83
29/9/2022 11:34; 28.5°C; 47.8%; 81
29/9/2022 11:35; 28.5°C; 47.8%; 82
29/9/2022 11:35; 28.5°C; 47.9%; 83
29/9/2022 11:35; 28.5°C; 48.2%; 82
29/9/2022 11:35; 28.5°C; 48.3%; 80
29/9/2022 11:35; 28.6°C; 48.5%; 83
29/9/2022 11:35; 28.6°C; 48.5%; 84
29/9/2022 11:35; 28.6°C; 48.4%; 81
29/9/2022 11:35; 28.6°C; 48.4%; 83
29/9/2022 11:35; 28.7°C; 48.5%; 83
29/9/2022 11:35; 28.7°C; 48.6%; 84
29/9/2022 11:36; 28.7°C; 48.5%; 81
29/9/2022 11:36; 28.7°C; 48.4%; 84
29/9/2022 11:36; 28.8°C; 48.3%; 83
29/9/2022 11:36; 28.8°C; 48.2%; 83
29/9/2022 11:36; 28.9°C; 48.1%; 82
29/9/2022 11:36; 28.9°C; 48.0%; 84
29/9/2022 11:36; 28.9°C; 48.0%; 84
29/9/2022 11:36; 28.9°C; 48.0%; 83
29/9/2022 11:36; 28.9°C; 48.0%; 84
29/9/2022 11:36; 28.9°C; 48.0%; 84
29/9/2022 11:37; 29.0°C; 47.9%; 82
29/9/2022 11:37; 29.1°C; 47.9%; 83
29/9/2022 11:37; 29.1°C; 47.8%; 81
29/9/2022 11:37; 29.1°C; 47.9%; 82
29/9/2022 11:37; 29.0°C; 48.1%; 83
29/9/2022 11:37; 29.0°C; 48.3%; 85
29/9/2022 11:37; 29.0°C; 48.5%; 85
29/9/2022 11:37; 29.0°C; 48.5%; 85
29/9/2022 11:37; 29.0°C; 48.6%; 81
29/9/2022 11:37; 29.0°C; 48.5%; 84
29/9/2022 11:38; 29.0°C; 48.5%; 82
29/9/2022 11:38; 29.0°C; 48.5%; 82
29/9/2022 11:38; 29.0°C; 48.7%; 83
29/9/2022 11:38; 29.0°C; 48.5%; 81
29/9/2022 11:38; 29.0°C; 48.5%; 81
29/9/2022 11:38; 29.0°C; 48.7%; 83
29/9/2022 11:38; 29.0°C; 48.7%; 82
29/9/2022 11:38; 29.0°C; 48.8%; 81
29/9/2022 11:38; 28.9°C; 48.9%; 82
29/9/2022 11:38; 28.9°C; 48.9%; 84
29/9/2022 11:39; 28.9°C; 48.4%; 81
29/9/2022 11:39; 28.9°C; 48.0%; 85
29/9/2022 11:39; 28.9°C; 47.6%; 85
29/9/2022 11:39; 28.9°C; 47.5%; 81
29/9/2022 11:39; 28.9°C; 47.6%; 83
29/9/2022 11:39; 28.9°C; 47.7%; 84
29/9/2022 11:39; 28.9°C; 47.7%; 83
29/9/2022 11:39; 28.9°C; 47.5%; 82
29/9/2022 11:39; 28.9°C; 47.3%; 85
29/9/2022 11:39; 28.9°C; 47.2%; 81
29/9/2022 11:40; 28.9°C; 47.2%; 84
29/9/2022 11:40; 28.9°C; 47.2%; 82
29/9/2022 11:40; 28.9°C; 47.2%; 81
29/9/2022 11:40; 28.9°C; 47.2%; 85
29/9/2022 11:40; 28.8°C; 47.1%; 83
29/9/2022 11:40; 28.9°C; 47.3%; 83
29/9/2022 11:40; 28.9°C; 47.3%; 84
29/9/2022 11:40; 28.8°C; 47.3%; 84
29/9/2022 11:40; 28.8°C; 47.4%; 81
29/9/2022 11:40; 28.8°C; 47.5%; 84
29/9/2022 11:41; 28.9°C; 47.6%; 84
29/9/2022 11:41; 28.9°C; 47.7%; 85
29/9/2022 11:41; 28.8°C; 47.8%; 83
29/9/2022 11:41; 28.8°C; 48.0%; 85
29/9/2022 11:41; 28.8°C; 48.1%; 85
29/9/2022 11:41; 28.8°C; 48.2%; 82
29/9/2022 11:41; 28.8°C; 48.1%; 85
29/9/2022 11:41; 28.8°C; 48.1%; 85
29/9/2022 11:41; 28.8°C; 48.2%; 85
29/9/2022 11:41; 28.8°C; 48.5%; 84
29/9/2022 11:42; 28.7°C; 48.4%; 87
29/9/2022 11:42; 28.7°C; 48.5%; 86
