Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1161253,-,-,-,3.37,-76.54,-5,1032,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Cloud Type,GHI,Surface Albedo
2021,3,17,8,30,3,394,0.16
2021,3,17,9,30,8,460,0.16
2021,3,17,10,30,3,561,0.16
2021,3,17,11,30,7,732,0.16
2021,3,17,12,30,7,678,0.16
2021,3,17,13,30,7,756,0.16
2021,3,17,14,30,7,574,0.16
2021,3,17,15,30,7,456,0.16
2021,3,17,16,30,8,252,0.16
2021,3,17,17,30,7,94,0.16
2021,3,17,18,30,7,0,0.16
2021,3,17,19,30,7,0,0.16
2021,3,17,20,30,8,0,0.16
2021,3,17,21,30,8,0,0.16
2021,3,17,22,30,5,0,0.16
2021,3,17,23,30,7,0,0.16
2021,3,18,0,30,8,0,0.16
2021,3,18,1,30,8,0,0.16
2021,3,18,2,30,4,0,0.16
2021,3,18,3,30,4,0,0.16
2021,3,18,4,30,4,0,0.16
2021,3,18,5,30,7,0,0.16
2021,3,18,6,30,7,13,0.16
2021,3,18,7,30,6,38,0.16
2021,3,18,8,30,6,85,0.16
2021,3,18,9,30,6,337,0.16
2021,3,18,10,30,7,300,0.16
2021,3,18,11,30,7,575,0.16
2021,3,18,12,30,8,507,0.16
2021,3,18,13,30,8,713,0.16
2021,3,18,14,30,0,803,0.16
2021,3,18,15,30,0,588,0.16
2021,3,18,16,30,0,301,0.16
2021,3,18,17,30,5,49,0.16
2021,3,18,18,30,5,0,0.16
2021,3,18,19,30,8,0,0.16
2021,3,18,20,30,8,0,0.16
2021,3,18,21,30,5,0,0.16
2021,3,18,22,30,5,0,0.16
2021,3,18,23,30,3,0,0.16
2021,3,19,0,30,8,0,0.16
2021,3,19,1,30,3,0,0.16
2021,3,19,2,30,5,0,0.16
2021,3,19,3,30,8,0,0.16
2021,3,19,4,30,3,0,0.16
2021,3,19,5,30,3,0,0.16
2021,3,19,6,30,0,43,0.16
2021,3,19,7,30,0,276,0.16
2021,3,19,8,30,0,534,0.16
2021,3,19,9,30,3,538,0.16
2021,3,19,10,30,0,928,0.16
2021,3,19,11,30,0,1025,0.16
2021,3,19,12,30,0,1039,0.16
2021,3,19,13,30,8,752,0.16
2021,3,19,14,30,7,365,0.16
2021,3,19,15,30,6,278,0.16
2021,3,19,16,30,6,162,0.16
2021,3,19,17,30,6,30,0.16
2021,3,19,18,30,7,0,0.16
2021,3,19,19,30,7,0,0.16
2021,3,19,20,30,7,0,0.16
2021,3,19,21,30,8,0,0.16
2021,3,19,22,30,6,0,0.16
2021,3,19,23,30,7,0,0.16
2021,3,20,0,30,7,0,0.16
2021,3,20,1,30,7,0,0.16
2021,3,20,2,30,8,0,0.16
2021,3,20,3,30,8,0,0.16
2021,3,20,4,30,7,0,0.16
2021,3,20,5,30,8,0,0.16
2021,3,20,6,30,7,23,0.16
2021,3,20,7,30,7,121,0.16
2021,3,20,8,30,7,352,0.16
2021,3,20,9,30,8,623,0.16
2021,3,20,10,30,8,667,0.16
2021,3,20,11,30,8,494,0.16
2021,3,20,12,30,7,261,0.16
2021,3,20,13,30,7,283,0.16
2021,3,20,14,30,7,241,0.16
2021,3,20,15,30,7,138,0.16
2021,3,20,16,30,6,140,0.16
2021,3,20,17,30,7,106,0.16
2021,3,20,18,30,0,0,0.16
2021,3,20,19,30,8,0,0.16
2021,3,20,20,30,8,0,0.16
2021,3,20,21,30,0,0,0.16
2021,3,20,22,30,0,0,0.16
2021,3,20,23,30,8,0,0.16
2021,3,21,0,30,3,0,0.16
2021,3,21,1,30,7,0,0.16
2021,3,21,2,30,7,0,0.16
2021,3,21,3,30,8,0,0.16
2021,3,21,4,30,0,0,0.16
2021,3,21,5,30,8,0,0.16
2021,3,21,6,30,8,29,0.16
2021,3,21,7,30,0,268,0.16
2021,3,21,8,30,0,523,0.16
2021,3,21,9,30,0,745,0.16
2021,3,21,10,30,0,796,0.16
2021,3,21,11,30,0,998,0.16
2021,3,21,12,30,0,1013,0.16
2021,3,21,13,30,3,706,0.16
2021,3,21,14,30,7,540,0.16
2021,3,21,15,30,7,422,0.16
2021,3,21,16,30,7,191,0.16
2021,3,21,17,30,7,82,0.16
2021,3,21,18,30,7,0,0.16
2021,3,21,19,30,0,0,0.16
2021,3,21,20,30,3,0,0.16
2021,3,21,21,30,7,0,0.16
2021,3,21,22,30,8,0,0.16
2021,3,21,23,30,4,0,0.16
2021,3,22,0,30,3,0,0.16
2021,3,22,1,30,3,0,0.16
2021,3,22,2,30,7,0,0.16
2021,3,22,3,30,7,0,0.16
2021,3,22,4,30,7,0,0.16
2021,3,22,5,30,7,0,0.16
2021,3,22,6,30,7,17,0.16
2021,3,22,7,30,7,8,0.16
2021,3,22,8,30,7,73,0.16
2021,3,22,9,30,5,242,0.16
2021,3,22,10,30,4,326,0.16
2021,3,22,11,30,5,628,0.16
2021,3,22,12,30,8,411,0.16
2021,3,22,13,30,7,886,0.16
2021,3,22,14,30,8,546,0.16
2021,3,22,15,30,6,164,0.16
2021,3,22,16,30,6,18,0.16
2021,3,22,17,30,6,8,0.16
2021,3,22,18,30,7,0,0.16
2021,3,22,19,30,7,0,0.16
2021,3,22,20,30,7,0,0.16
2021,3,22,21,30,7,0,0.16
2021,3,22,22,30,7,0,0.16
2021,3,22,23,30,8,0,0.16
2021,3,23,0,30,7,0,0.16
2021,3,23,1,30,7,0,0.16
2021,3,23,2,30,8,0,0.16
2021,3,23,3,30,5,0,0.16
2021,3,23,4,30,5,0,0.16
2021,3,23,5,30,5,0,0.16
2021,3,23,6,30,0,45,0.16
2021,3,23,7,30,3,158,0.16
2021,3,23,8,30,3,409,0.16
2021,3,23,9,30,3,627,0.16
2021,3,23,10,30,3,797,0.16
2021,3,23,11,30,3,888,0.16
2021,3,23,12,30,0,929,0.16
2021,3,23,13,30,0,860,0.16
2021,3,23,14,30,0,721,0.16
2021,3,23,15,30,0,532,0.16
2021,3,23,16,30,7,337,0.16
2021,3,23,17,30,8,96,0.16
2021,3,23,18,30,0,0,0.16
2021,3,23,19,30,8,0,0.16
2021,3,23,20,30,6,0,0.16
2021,3,23,21,30,6,0,0.16
2021,3,23,22,30,6,0,0.16
2021,3,23,23,30,7,0,0.16
2021,3,24,0,30,8,0,0.16
2021,3,24,1,30,8,0,0.16
2021,3,24,2,30,8,0,0.16
2021,3,24,3,30,6,0,0.16
2021,3,24,4,30,6,0,0.16
2021,3,24,5,30,6,0,0.16
2021,3,24,6,30,6,16,0.16
2021,3,24,7,30,6,28,0.16
2021,3,24,8,30,8,101,0.16
2021,3,24,9,30,4,279,0.16
2021,3,24,10,30,7,422,0.16
2021,3,24,11,30,8,390,0.16
2021,3,24,12,30,7,800,0.16
2021,3,24,13,30,7,836,0.16
2021,3,24,14,30,7,665,0.16
2021,3,24,15,30,7,427,0.16
2021,3,24,16,30,8,189,0.16
2021,3,24,17,30,3,93,0.16
2021,3,24,18,30,3,0,0.16
2021,3,24,19,30,7,0,0.16
2021,3,24,20,30,7,0,0.16
2021,3,24,21,30,7,0,0.16
2021,3,24,22,30,7,0,0.16
2021,3,24,23,30,7,0,0.16
2021,3,25,0,30,7,0,0.16
2021,3,25,1,30,7,0,0.16
2021,3,25,2,30,4,0,0.16
2021,3,25,3,30,4,0,0.16
2021,3,25,4,30,8,0,0.16
2021,3,25,5,30,4,0,0.16
2021,3,25,6,30,7,24,0.16
2021,3,25,7,30,3,108,0.16
2021,3,25,8,30,0,481,0.16
2021,3,25,9,30,0,668,0.16
2021,3,25,10,30,0,876,0.16
2021,3,25,11,30,0,971,0.16
2021,3,25,12,30,0,993,0.16
2021,3,25,13,30,0,936,0.16
2021,3,25,14,30,7,556,0.16
2021,3,25,15,30,0,599,0.16
2021,3,25,16,30,0,360,0.16
2021,3,25,17,30,7,96,0.16
2021,3,25,18,30,6,0,0.16
2021,3,25,19,30,7,0,0.16
2021,3,25,20,30,7,0,0.16
2021,3,25,21,30,7,0,0.16
2021,3,25,22,30,7,0,0.16
2021,3,25,23,30,7,0,0.16
2021,3,26,0,30,7,0,0.16
2021,3,26,1,30,7,0,0.16
2021,3,26,2,30,7,0,0.16
2021,3,26,3,30,8,0,0.16
2021,3,26,4,30,7,0,0.16
2021,3,26,5,30,7,0,0.16
2021,3,26,6,30,7,27,0.16
2021,3,26,7,30,7,206,0.16
2021,3,26,8,30,7,411,0.16
2021,3,26,9,30,7,635,0.16
2021,3,26,10,30,7,808,0.16
2021,3,26,11,30,3,877,0.16
2021,3,26,12,30,7,882,0.16
2021,3,26,13,30,7,599,0.16
2021,3,26,14,30,7,474,0.16
2021,3,26,15,30,9,106,0.16
2021,3,26,16,30,9,8,0.16
2021,3,26,17,30,6,28,0.16
2021,3,26,18,30,6,0,0.16
2021,3,26,19,30,6,0,0.16
2021,3,26,20,30,8,0,0.16
2021,3,26,21,30,8,0,0.16
2021,3,26,22,30,8,0,0.16
2021,3,26,23,30,7,0,0.16
2021,3,27,0,30,7,0,0.16
2021,3,27,1,30,7,0,0.16
2021,3,27,2,30,8,0,0.16
2021,3,27,3,30,7,0,0.16
2021,3,27,4,30,3,0,0.16
2021,3,27,5,30,3,0,0.16
2021,3,27,6,30,4,16,0.16
2021,3,27,7,30,3,42,0.16
2021,3,27,8,30,3,215,0.16
2021,3,27,9,30,3,388,0.16
2021,3,27,10,30,7,730,0.16
2021,3,27,11,30,7,861,0.16
2021,3,27,12,30,7,868,0.16
2021,3,27,13,30,0,939,0.16
2021,3,27,14,30,7,668,0.16
2021,3,27,15,30,6,112,0.16
2021,3,27,16,30,6,9,0.16
2021,3,27,17,30,6,7,0.16
2021,3,27,18,30,6,0,0.16
2021,3,27,19,30,8,0,0.16
2021,3,27,20,30,8,0,0.16
2021,3,27,21,30,8,0,0.16
2021,3,27,22,30,4,0,0.16
2021,3,27,23,30,4,0,0.16
2021,3,28,0,30,8,0,0.16
2021,3,28,1,30,7,0,0.16
2021,3,28,2,30,6,0,0.16
2021,3,28,3,30,7,0,0.16
2021,3,28,4,30,6,0,0.16
2021,3,28,5,30,6,0,0.16
2021,3,28,6,30,6,17,0.16
2021,3,28,7,30,6,82,0.16
2021,3,28,8,30,7,298,0.16
2021,3,28,9,30,7,567,0.16
2021,3,28,10,30,7,782,0.16
2021,3,28,11,30,0,1019,0.16
2021,3,28,12,30,7,894,0.16
2021,3,28,13,30,7,744,0.16
2021,3,28,14,30,7,648,0.16
2021,3,28,15,30,6,129,0.16
2021,3,28,16,30,6,83,0.16
2021,3,28,17,30,7,68,0.16
2021,3,28,18,30,7,0,0.16
2021,3,28,19,30,7,0,0.16
2021,3,28,20,30,0,0,0.16
2021,3,28,21,30,0,0,0.16
2021,3,28,22,30,0,0,0.16
2021,3,28,23,30,0,0,0.16
2021,3,29,0,30,0,0,0.16
2021,3,29,1,30,0,0,0.16
2021,3,29,2,30,0,0,0.16
2021,3,29,3,30,0,0,0.16
2021,3,29,4,30,0,0,0.16
2021,3,29,5,30,0,0,0.16
2021,3,29,6,30,0,54,0.16
2021,3,29,7,30,0,260,0.16
2021,3,29,8,30,0,530,0.16
2021,3,29,9,30,0,767,0.16
2021,3,29,10,30,0,930,0.16
2021,3,29,11,30,0,1021,0.16
2021,3,29,12,30,0,990,0.16
2021,3,29,13,30,3,611,0.16
2021,3,29,14,30,3,373,0.16
2021,3,29,15,30,6,356,0.16
2021,3,29,16,30,8,299,0.16
2021,3,29,17,30,6,56,0.16
2021,3,29,18,30,6,0,0.16
2021,3,29,19,30,7,0,0.16
2021,3,29,20,30,7,0,0.16
2021,3,29,21,30,7,0,0.16
2021,3,29,22,30,0,0,0.16
2021,3,29,23,30,3,0,0.16
2021,3,30,0,30,8,0,0.16
2021,3,30,1,30,4,0,0.16
2021,3,30,2,30,4,0,0.16
2021,3,30,3,30,0,0,0.16
2021,3,30,4,30,4,0,0.16
2021,3,30,5,30,7,0,0.16
2021,3,30,6,30,0,50,0.16
2021,3,30,7,30,4,130,0.16
2021,3,30,8,30,4,190,0.16
2021,3,30,9,30,4,347,0.16
2021,3,30,10,30,4,336,0.16
2021,3,30,11,30,3,916,0.16
2021,3,30,12,30,0,977,0.16
2021,3,30,13,30,3,913,0.16
2021,3,30,14,30,4,378,0.16
2021,3,30,15,30,3,460,0.16
2021,3,30,16,30,0,354,0.16
2021,3,30,17,30,7,103,0.16
2021,3,30,18,30,7,0,0.16
2021,3,30,19,30,0,0,0.16
2021,3,30,20,30,0,0,0.16
2021,3,30,21,30,0,0,0.16
2021,3,30,22,30,0,0,0.16
2021,3,30,23,30,0,0,0.16
2021,3,31,0,30,3,0,0.16
2021,3,31,1,30,8,0,0.16
2021,3,31,2,30,6,0,0.16
2021,3,31,3,30,6,0,0.16
2021,3,31,4,30,6,0,0.16
2021,3,31,5,30,6,0,0.16
2021,3,31,6,30,6,14,0.16
2021,3,31,7,30,6,53,0.16
2021,3,31,8,30,7,270,0.16
2021,3,31,9,30,7,452,0.16
2021,3,31,10,30,7,661,0.16
2021,3,31,11,30,7,783,0.16
2021,3,31,12,30,7,811,0.16
2021,3,31,13,30,7,871,0.16
2021,3,31,14,30,0,812,0.16
2021,3,31,15,30,0,609,0.16
2021,3,31,16,30,0,365,0.16
2021,3,31,17,30,3,95,0.16
2021,3,31,18,30,7,0,0.16
2021,3,31,19,30,7,0,0.16
2021,3,31,20,30,7,0,0.16
2021,3,31,21,30,6,0,0.16
2021,3,31,22,30,6,0,0.16
2021,3,31,23,30,6,0,0.16
2021,4,1,0,30,7,0,0.16
2021,4,1,1,30,7,0,0.16
2021,4,1,2,30,7,0,0.16
2021,4,1,3,30,7,0,0.16
2021,4,1,4,30,6,0,0.16
2021,4,1,5,30,6,0,0.16
2021,4,1,6,30,9,9,0.16
2021,4,1,7,30,9,19,0.16
2021,4,1,8,30,6,22,0.16
2021,4,1,9,30,6,72,0.16
2021,4,1,10,30,6,224,0.16
2021,4,1,11,30,6,260,0.16
2021,4,1,12,30,6,386,0.16
2021,4,1,13,30,6,415,0.16
2021,4,1,14,30,6,318,0.16
2021,4,1,15,30,7,377,0.16
2021,4,1,16,30,6,145,0.16
2021,4,1,17,30,7,80,0.16
2021,4,1,18,30,7,0,0.16
2021,4,1,19,30,6,0,0.16
2021,4,1,20,30,6,0,0.16
2021,4,1,21,30,6,0,0.16
2021,4,1,22,30,6,0,0.16
2021,4,1,23,30,7,0,0.16
2021,4,2,0,30,6,0,0.16
2021,4,2,1,30,6,0,0.16
2021,4,2,2,30,6,0,0.16
2021,4,2,3,30,6,0,0.16
2021,4,2,4,30,6,0,0.16
2021,4,2,5,30,6,0,0.16
2021,4,2,6,30,6,14,0.16
2021,4,2,7,30,7,214,0.16
2021,4,2,8,30,7,399,0.16
2021,4,2,9,30,0,737,0.16
2021,4,2,10,30,0,899,0.16
2021,4,2,11,30,7,747,0.16
2021,4,2,12,30,6,561,0.16
2021,4,2,13,30,7,635,0.16
2021,4,2,14,30,7,604,0.16
2021,4,2,15,30,0,604,0.16
2021,4,2,16,30,3,248,0.16
2021,4,2,17,30,3,78,0.16
2021,4,2,18,30,7,0,0.16
2021,4,2,19,30,7,0,0.16
2021,4,2,20,30,7,0,0.16
2021,4,2,21,30,7,0,0.16
2021,4,2,22,30,7,0,0.16
2021,4,2,23,30,7,0,0.16
2021,4,3,0,30,6,0,0.16
2021,4,3,1,30,7,0,0.16
2021,4,3,2,30,6,0,0.16
2021,4,3,3,30,6,0,0.16
2021,4,3,4,30,6,0,0.16
2021,4,3,5,30,6,0,0.16
2021,4,3,6,30,6,14,0.16
2021,4,3,7,30,6,27,0.16
2021,4,3,8,30,6,15,0.16
2021,4,3,9,30,7,405,0.16
2021,4,3,10,30,8,569,0.16
2021,4,3,11,30,7,801,0.16
2021,4,3,12,30,7,755,0.16
2021,4,3,13,30,7,754,0.16
2021,4,3,14,30,7,716,0.16
2021,4,3,15,30,7,536,0.16
2021,4,3,16,30,7,362,0.16
2021,4,3,17,30,7,92,0.16
2021,4,3,18,30,0,0,0.16
2021,4,3,19,30,0,0,0.16
2021,4,3,20,30,0,0,0.16
2021,4,3,21,30,0,0,0.16
2021,4,3,22,30,7,0,0.16
2021,4,3,23,30,7,0,0.16
2021,4,4,0,30,0,0,0.16
2021,4,4,1,30,3,0,0.16
2021,4,4,2,30,8,0,0.16
2021,4,4,3,30,8,0,0.16
2021,4,4,4,30,6,0,0.16
2021,4,4,5,30,6,0,0.16
2021,4,4,6,30,9,10,0.16
2021,4,4,7,30,6,6,0.16
2021,4,4,8,30,6,123,0.16
2021,4,4,9,30,7,382,0.16
2021,4,4,10,30,7,458,0.16
2021,4,4,11,30,7,713,0.16
2021,4,4,12,30,8,637,0.16
2021,4,4,13,30,7,766,0.16
2021,4,4,14,30,7,563,0.16
2021,4,4,15,30,7,472,0.16
2021,4,4,16,30,0,304,0.16
2021,4,4,17,30,4,70,0.16
2021,4,4,18,30,7,0,0.16
2021,4,4,19,30,0,0,0.16
2021,4,4,20,30,0,0,0.16
2021,4,4,21,30,7,0,0.16
2021,4,4,22,30,7,0,0.16
2021,4,4,23,30,8,0,0.16
2021,4,5,0,30,4,0,0.16
2021,4,5,1,30,4,0,0.16
2021,4,5,2,30,8,0,0.16
2021,4,5,3,30,3,0,0.16
2021,4,5,4,30,3,0,0.16
2021,4,5,5,30,7,0,0.16
2021,4,5,6,30,3,34,0.16
2021,4,5,7,30,3,51,0.16
2021,4,5,8,30,3,238,0.16
2021,4,5,9,30,3,612,0.16
2021,4,5,10,30,0,920,0.16
2021,4,5,11,30,0,972,0.16
2021,4,5,12,30,4,795,0.16
2021,4,5,13,30,0,882,0.16
2021,4,5,14,30,7,607,0.16
2021,4,5,15,30,0,579,0.16
2021,4,5,16,30,6,192,0.16
2021,4,5,17,30,6,38,0.16
2021,4,5,18,30,6,0,0.16
2021,4,5,19,30,7,0,0.16
2021,4,5,20,30,7,0,0.16
2021,4,5,21,30,6,0,0.16
2021,4,5,22,30,7,0,0.16
2021,4,5,23,30,6,0,0.16
2021,4,6,0,30,6,0,0.16
2021,4,6,1,30,8,0,0.16
2021,4,6,2,30,8,0,0.16
2021,4,6,3,30,7,0,0.16
2021,4,6,4,30,6,0,0.16
2021,4,6,5,30,7,0,0.16
2021,4,6,6,30,8,18,0.16
2021,4,6,7,30,8,12,0.16
2021,4,6,8,30,8,18,0.16
2021,4,6,9,30,4,182,0.16
2021,4,6,10,30,8,564,0.16
2021,4,6,11,30,3,710,0.16
2021,4,6,12,30,4,321,0.16
2021,4,6,13,30,4,575,0.16
2021,4,6,14,30,7,589,0.16
2021,4,6,15,30,8,338,0.16
2021,4,6,16,30,4,153,0.16
2021,4,6,17,30,4,46,0.16
2021,4,6,18,30,3,0,0.16
2021,4,6,19,30,3,0,0.16
2021,4,6,20,30,0,0,0.16
2021,4,6,21,30,7,0,0.16
2021,4,6,22,30,7,0,0.16
2021,4,6,23,30,0,0,0.16
2021,4,7,0,30,7,0,0.16
2021,4,7,1,30,7,0,0.16
2021,4,7,2,30,7,0,0.16
2021,4,7,3,30,7,0,0.16
2021,4,7,4,30,4,0,0.16
2021,4,7,5,30,4,0,0.16
2021,4,7,6,30,4,32,0.16
2021,4,7,7,30,3,181,0.16
2021,4,7,8,30,4,218,0.16
2021,4,7,9,30,8,288,0.16
2021,4,7,10,30,8,411,0.16
2021,4,7,11,30,7,615,0.16
2021,4,7,12,30,8,287,0.16
2021,4,7,13,30,8,306,0.16
2021,4,7,14,30,4,600,0.16
2021,4,7,15,30,7,434,0.16
2021,4,7,16,30,0,324,0.16
2021,4,7,17,30,3,86,0.16
2021,4,7,18,30,4,0,0.16
2021,4,7,19,30,7,0,0.16
2021,4,7,20,30,7,0,0.16
2021,4,7,21,30,8,0,0.16
2021,4,7,22,30,7,0,0.16
2021,4,7,23,30,7,0,0.16
2021,4,8,0,30,7,0,0.16
2021,4,8,1,30,7,0,0.16
2021,4,8,2,30,7,0,0.16
2021,4,8,3,30,4,0,0.16
2021,4,8,4,30,7,0,0.16
2021,4,8,5,30,7,0,0.16
2021,4,8,6,30,4,29,0.16
2021,4,8,7,30,7,189,0.16
2021,4,8,8,30,4,276,0.16
2021,4,8,9,30,4,555,0.16
2021,4,8,10,30,3,732,0.16
2021,4,8,11,30,7,923,0.16
2021,4,8,12,30,3,822,0.16
2021,4,8,13,30,7,738,0.16
2021,4,8,14,30,7,513,0.16
2021,4,8,15,30,7,330,0.16
2021,4,8,16,30,7,335,0.16
2021,4,8,17,30,6,70,0.16
2021,4,8,18,30,6,0,0.16
2021,4,8,19,30,7,0,0.16
2021,4,8,20,30,7,0,0.16
2021,4,8,21,30,7,0,0.16
2021,4,8,22,30,3,0,0.16
2021,4,8,23,30,7,0,0.16
2021,4,9,0,30,7,0,0.16
2021,4,9,1,30,7,0,0.16
2021,4,9,2,30,7,0,0.16
2021,4,9,3,30,7,0,0.16
2021,4,9,4,30,7,0,0.16
2021,4,9,5,30,7,0,0.16
2021,4,9,6,30,3,34,0.16
2021,4,9,7,30,3,119,0.16
2021,4,9,8,30,3,211,0.16
2021,4,9,9,30,7,343,0.16
2021,4,9,10,30,7,705,0.16
2021,4,9,11,30,4,719,0.16
2021,4,9,12,30,4,702,0.16
2021,4,9,13,30,8,351,0.16
2021,4,9,14,30,7,739,0.16
2021,4,9,15,30,7,419,0.16
2021,4,9,16,30,7,209,0.16
2021,4,9,17,30,7,81,0.16
2021,4,9,18,30,6,0,0.16
2021,4,9,19,30,6,0,0.16
2021,4,9,20,30,7,0,0.16
2021,4,9,21,30,7,0,0.16
2021,4,9,22,30,7,0,0.16
2021,4,9,23,30,8,0,0.16
2021,4,10,0,30,3,0,0.16
2021,4,10,1,30,8,0,0.16
2021,4,10,2,30,4,0,0.16
2021,4,10,3,30,8,0,0.16
2021,4,10,4,30,4,0,0.16
2021,4,10,5,30,4,0,0.16
2021,4,10,6,30,4,25,0.16
2021,4,10,7,30,4,84,0.16
2021,4,10,8,30,4,265,0.16
2021,4,10,9,30,3,578,0.16
2021,4,10,10,30,3,733,0.16
2021,4,10,11,30,3,830,0.16
2021,4,10,12,30,0,1005,0.16
2021,4,10,13,30,3,586,0.16
2021,4,10,14,30,0,628,0.16
2021,4,10,15,30,3,241,0.16
2021,4,10,16,30,3,196,0.16
2021,4,10,17,30,0,114,0.16
2021,4,10,18,30,7,0,0.16
2021,4,10,19,30,3,0,0.16
2021,4,10,20,30,7,0,0.16
2021,4,10,21,30,3,0,0.16
2021,4,10,22,30,7,0,0.16
2021,4,10,23,30,7,0,0.16
2021,4,11,0,30,7,0,0.16
2021,4,11,1,30,7,0,0.16
2021,4,11,2,30,7,0,0.16
2021,4,11,3,30,7,0,0.16
2021,4,11,4,30,8,0,0.16
2021,4,11,5,30,7,0,0.16
2021,4,11,6,30,7,43,0.16
2021,4,11,7,30,7,72,0.16
2021,4,11,8,30,8,284,0.16
2021,4,11,9,30,7,491,0.16
2021,4,11,10,30,3,513,0.16
2021,4,11,11,30,3,593,0.16
2021,4,11,12,30,3,806,0.16
2021,4,11,13,30,3,706,0.16
2021,4,11,14,30,7,749,0.16
2021,4,11,15,30,7,561,0.16
2021,4,11,16,30,7,237,0.16
2021,4,11,17,30,7,78,0.16
2021,4,11,18,30,7,0,0.16
2021,4,11,19,30,3,0,0.16
2021,4,11,20,30,3,0,0.16
2021,4,11,21,30,3,0,0.16
2021,4,11,22,30,7,0,0.16
2021,4,11,23,30,3,0,0.16
2021,4,12,0,30,3,0,0.16
2021,4,12,1,30,3,0,0.16
2021,4,12,2,30,3,0,0.16
2021,4,12,3,30,7,0,0.16
2021,4,12,4,30,7,0,0.16
2021,4,12,5,30,7,0,0.16
2021,4,12,6,30,7,36,0.16
2021,4,12,7,30,6,113,0.16
2021,4,12,8,30,6,252,0.16
2021,4,12,9,30,6,286,0.16
2021,4,12,10,30,8,435,0.16
2021,4,12,11,30,8,629,0.16
2021,4,12,12,30,8,601,0.16
2021,4,12,13,30,8,466,0.16
2021,4,12,14,30,8,463,0.16
2021,4,12,15,30,8,231,0.16
2021,4,12,16,30,7,240,0.16
2021,4,12,17,30,4,65,0.16
2021,4,12,18,30,8,0,0.16
2021,4,12,19,30,7,0,0.16
2021,4,12,20,30,8,0,0.16
2021,4,12,21,30,7,0,0.16
2021,4,12,22,30,7,0,0.16
2021,4,12,23,30,7,0,0.16
2021,4,13,0,30,7,0,0.16
2021,4,13,1,30,7,0,0.16
2021,4,13,2,30,7,0,0.16
2021,4,13,3,30,7,0,0.16
2021,4,13,4,30,7,0,0.16
2021,4,13,5,30,7,0,0.16
2021,4,13,6,30,3,49,0.16
2021,4,13,7,30,0,269,0.16
2021,4,13,8,30,0,566,0.16
2021,4,13,9,30,0,781,0.16
2021,4,13,10,30,0,938,0.16
2021,4,13,11,30,0,1024,0.16
2021,4,13,12,30,0,1015,0.16
2021,4,13,13,30,3,712,0.16
2021,4,13,14,30,3,650,0.16
2021,4,13,15,30,3,507,0.16
2021,4,13,16,30,3,223,0.16
2021,4,13,17,30,3,74,0.16
2021,4,13,18,30,7,0,0.16
2021,4,13,19,30,7,0,0.16
2021,4,13,20,30,7,0,0.16
2021,4,13,21,30,7,0,0.16
2021,4,13,22,30,7,0,0.16
2021,4,13,23,30,7,0,0.16
2021,4,14,0,30,7,0,0.16
2021,4,14,1,30,6,0,0.16
2021,4,14,2,30,9,0,0.16
2021,4,14,3,30,6,0,0.16
2021,4,14,4,30,9,0,0.16
2021,4,14,5,30,9,0,0.16
2021,4,14,6,30,6,13,0.16
2021,4,14,7,30,6,78,0.16
2021,4,14,8,30,6,264,0.16
2021,4,14,9,30,6,376,0.16
2021,4,14,10,30,7,600,0.16
2021,4,14,11,30,7,643,0.16
2021,4,14,12,30,7,630,0.16
2021,4,14,13,30,7,668,0.16
2021,4,14,14,30,7,594,0.16
2021,4,14,15,30,7,430,0.16
2021,4,14,16,30,7,257,0.16
2021,4,14,17,30,7,81,0.16
2021,4,14,18,30,0,0,0.16
2021,4,14,19,30,0,0,0.16
2021,4,14,20,30,3,0,0.16
2021,4,14,21,30,3,0,0.16
2021,4,14,22,30,7,0,0.16
2021,4,14,23,30,6,0,0.16
2021,4,15,0,30,7,0,0.16
2021,4,15,1,30,7,0,0.16
2021,4,15,2,30,7,0,0.16
2021,4,15,3,30,7,0,0.16
2021,4,15,4,30,7,0,0.16
2021,4,15,5,30,7,0,0.16
2021,4,15,6,30,7,47,0.16
2021,4,15,7,30,7,167,0.16
2021,4,15,8,30,7,358,0.16
2021,4,15,9,30,7,451,0.16
2021,4,15,10,30,7,460,0.16
2021,4,15,11,30,8,542,0.16
2021,4,15,12,30,7,587,0.16
2021,4,15,13,30,7,605,0.16
2021,4,15,14,30,3,662,0.16
